player_name,first_name,middle_name,last_name,nick_name,suffix,player_url
Johnny Oates,Johnny,,Oates,,,https://www.baseball-almanac.com/players/player.php?p=oatesjo01
Johnny Paredes,Johnny,,Paredes,,,https://www.baseball-almanac.com/players/player.php?p=paredjo01
Johnny Ray,Johnny,,Ray,,,https://www.baseball-almanac.com/players/player.php?p=rayjo01
Johnny Roseboro,Johnny,,Roseboro,,,https://www.baseball-almanac.com/players/player.php?p=rosebjo01
Jon Matlack,Jon,,Matlack,,,https://www.baseball-almanac.com/players/player.php?p=matlajo01
Jon Perlman,Jon,,Perlman,,,https://www.baseball-almanac.com/players/player.php?p=perlmjo01
Jorge Orta,Jorge,,Orta,,,https://www.baseball-almanac.com/players/player.php?p=ortajo01
Jose Alvarez,Jose,,Alvarez,,,https://www.baseball-almanac.com/players/player.php?p=alvarjo01
Jose Arcia,Jose,,Arcia,,,https://www.baseball-almanac.com/players/player.php?p=arciajo01
Jose Baez,Jose,,Baez,,,https://www.baseball-almanac.com/players/player.php?p=baezjo01
Jose Bautista,Jose,,Bautista,,,https://www.baseball-almanac.com/players/player.php?p=bautijo01
Jose Canseco,Jose,,Canseco,,,https://www.baseball-almanac.com/players/player.php?p=cansejo01
Jose Cardenal,Jose,,Cardenal,,,https://www.baseball-almanac.com/players/player.php?p=cardejo02
Jose Cecena,Jose,,Cecena,,,https://www.baseball-almanac.com/players/player.php?p=cecenjo01
Jose Cruz,Jose,,Cruz,,,https://www.baseball-almanac.com/players/player.php?p=cruzjo01
Jose DeLeon,Jose,,DeLeon,,,https://www.baseball-almanac.com/players/player.php?p=deleojo01
Jose Guzman,Jose,,Guzman,,,https://www.baseball-almanac.com/players/player.php?p=guzmajo01
Jose Lind,Jose,,Lind,,,https://www.baseball-almanac.com/players/player.php?p=lindjo01
Jose Martinez,Jose,,Martinez,,,https://www.baseball-almanac.com/players/player.php?p=martijo04
Jose Morales,Jose,,Morales,,,https://www.baseball-almanac.com/players/player.php?p=moraljo01
Jose Nunez,Jose,,Nunez,,,https://www.baseball-almanac.com/players/player.php?p=nunezjo01
Jose Oquendo,Jose,,Oquendo,,,https://www.baseball-almanac.com/players/player.php?p=oquenjo01
Jose Pagan,Jose,,Pagan,,,https://www.baseball-almanac.com/players/player.php?p=paganjo01
Jose Pena,Jose,,Pena,,,https://www.baseball-almanac.com/players/player.php?p=penajo01
Jose Rijo,Jose,,Rijo,,,https://www.baseball-almanac.com/players/player.php?p=rijojo01
Jose Santiago,Jose,,Santiago,,,https://www.baseball-almanac.com/players/player.php?p=santijo02
Jose Tartabull,Jose,,Tartabull,,,https://www.baseball-almanac.com/players/player.php?p=tartajo01
Jose Uribe,Jose,,Uribe,,,https://www.baseball-almanac.com/players/player.php?p=uribejo01
Juan Agosto,Juan,,Agosto,,,https://www.baseball-almanac.com/players/player.php?p=agostju01
Juan Beniquez,Juan,,Beniquez,,,https://www.baseball-almanac.com/players/player.php?p=beniqju01
Juan Berenguer,Juan,,Berenguer,,,https://www.baseball-almanac.com/players/player.php?p=berenju01
Juan Bernhardt,Juan,,Bernhardt,,,https://www.baseball-almanac.com/players/player.php?p=bernhju01
Juan Bonilla,Juan,,Bonilla,,,https://www.baseball-almanac.com/players/player.php?p=bonilju01
Juan Castillo,Juan,,Castillo,,,https://www.baseball-almanac.com/players/player.php?p=castiju01
Juan Eichelberger,Juan,,Eichelberger,,,https://www.baseball-almanac.com/players/player.php?p=eicheju01
Juan Espino,Juan,,Espino,,,https://www.baseball-almanac.com/players/player.php?p=espinju01
Juan Marichal,Juan,,Marichal,,,https://www.baseball-almanac.com/players/player.php?p=maricju01
Juan Nieves,Juan,,Nieves,,,https://www.baseball-almanac.com/players/player.php?p=nieveju01
Juan Pizarro,Juan,,Pizarro,,,https://www.baseball-almanac.com/players/player.php?p=pizarju01
Juan Rios,Juan,,Rios,,,https://www.baseball-almanac.com/players/player.php?p=riosju01
Juan Samuel,Juan,,Samuel,,,https://www.baseball-almanac.com/players/player.php?p=samueju01
Julian Javier,Julian,,Javier,,,https://www.baseball-almanac.com/players/player.php?p=javieju01
Julio Cruz,Julio,,Cruz,,,https://www.baseball-almanac.com/players/player.php?p=cruzju01
Julio Franco,Julio,,Franco,,,https://www.baseball-almanac.com/players/player.php?p=francju01
Julio Gonzalez,Julio,,Gonzalez,,,https://www.baseball-almanac.com/players/player.php?p=gonzaju01
Julio Solano,Julio,,Solano,,,https://www.baseball-almanac.com/players/player.php?p=solanju01
Julio Valdez,Julio,,Valdez,,,https://www.baseball-almanac.com/players/player.php?p=valdeju01
Junior Kennedy,Junior,,Kennedy,,,https://www.baseball-almanac.com/players/player.php?p=kenneju01
Junior Moore,Junior,,Moore,,,https://www.baseball-almanac.com/players/player.php?p=mooreju01
Junior Noboa,Junior,,Noboa,,,https://www.baseball-almanac.com/players/player.php?p=noboaju01
Junior Ortiz,Junior,,Ortiz,,,https://www.baseball-almanac.com/players/player.php?p=ortizju01
Justin Fitzgerald,Justin,,Fitzgerald,,,https://www.baseball-almanac.com/players/player.php?p=fitzgmi01
Kal Daniels,Kal,,Daniels,,,https://www.baseball-almanac.com/players/player.php?p=danieka01
Karl Best,Karl,,Best,,,https://www.baseball-almanac.com/players/player.php?p=bestka01
Keefe Cato,Keefe,,Cato,,,https://www.baseball-almanac.com/players/player.php?p=catoke01
Keith Atherton,Keith,,Atherton,,,https://www.baseball-almanac.com/players/player.php?p=atherke01
Keith Comstock,Keith,,Comstock,,,https://www.baseball-almanac.com/players/player.php?p=comstke01
Keith Drumright,Keith,,Drumright,,,https://www.baseball-almanac.com/players/player.php?p=drumrke01
Keith Hernandez,Keith,,Hernandez,,,https://www.baseball-almanac.com/players/player.php?p=hernake01
Keith Hughes,Keith,,Hughes,,,https://www.baseball-almanac.com/players/player.php?p=hugheke01
Keith Miller,Keith,,Miller,,,https://www.baseball-almanac.com/players/player.php?p=milleke01
Keith Moreland,Keith,,Moreland,,,https://www.baseball-almanac.com/players/player.php?p=morelke01
Kelly Downs,Kelly,,Downs,,,https://www.baseball-almanac.com/players/player.php?p=downske01
Kelly Gruber,Kelly,,Gruber,,,https://www.baseball-almanac.com/players/player.php?p=grubeke01
Kelly Paris,Kelly,,Paris,,,https://www.baseball-almanac.com/players/player.php?p=pariske01
Kelvin Chapman,Kelvin,,Chapman,,,https://www.baseball-almanac.com/players/player.php?p=chapmke01
Ken Aspromonte,Ken,,Aspromonte,,,https://www.baseball-almanac.com/players/player.php?p=asproke01
Ken Berry,Ken,,Berry,,,https://www.baseball-almanac.com/players/player.php?p=berryke01
Ken Boswell,Ken,,Boswell,,,https://www.baseball-almanac.com/players/player.php?p=bosweke01
Ken Boyer,Ken,,Boyer,,,https://www.baseball-almanac.com/players/player.php?p=boyerke01
Ken Brett,Ken,,Brett,,,https://www.baseball-almanac.com/players/player.php?p=brettke01
Ken Caminiti,Ken,,Caminiti,,,https://www.baseball-almanac.com/players/player.php?p=caminke01
Ken Clay,Ken,,Clay,,,https://www.baseball-almanac.com/players/player.php?p=clayke01
Ken Dayley,Ken,,Dayley,,,https://www.baseball-almanac.com/players/player.php?p=dayleke01
Ken Dixon,Ken,,Dixon,,,https://www.baseball-almanac.com/players/player.php?p=dixonke01
Ken Forsch,Ken,,Forsch,,,https://www.baseball-almanac.com/players/player.php?p=forscke01
Ken Frailing,Ken,,Frailing,,,https://www.baseball-almanac.com/players/player.php?p=frailke01
Ken Gerhart,Ken,,Gerhart,,,https://www.baseball-almanac.com/players/player.php?p=gerhake01
Ken Griffey,Ken,,Griffey,,,https://www.baseball-almanac.com/players/player.php?p=griffke01
Ken Harrelson,Ken,,Harrelson,,,https://www.baseball-almanac.com/players/player.php?p=harreke01
Ken Henderson,Ken,,Henderson,,,https://www.baseball-almanac.com/players/player.php?p=hendeke01
Ken Holtzman,Ken,,Holtzman,,,https://www.baseball-almanac.com/players/player.php?p=holtzke01
Ken Howell,Ken,,Howell,,,https://www.baseball-almanac.com/players/player.php?p=howelke01
Ken Kravec,Ken,,Kravec,,,https://www.baseball-almanac.com/players/player.php?p=kraveke01
Ken Landreaux,Ken,,Landreaux,,,https://www.baseball-almanac.com/players/player.php?p=landrke01
Ken Macha,Ken,,Macha,,,https://www.baseball-almanac.com/players/player.php?p=machake01
Ken McMullen,Ken,,McMullen,,,https://www.baseball-almanac.com/players/player.php?p=mcmulke01
Ken Oberkfell,Ken,,Oberkfell,,,https://www.baseball-almanac.com/players/player.php?p=oberkke01
Ken Patterson,Ken,,Patterson,,,https://www.baseball-almanac.com/players/player.php?p=patteke01
Ken Phelps,Ken,,Phelps,,,https://www.baseball-almanac.com/players/player.php?p=phelpke01
Ken Reitz,Ken,,Reitz,,,https://www.baseball-almanac.com/players/player.php?p=reitzke01
Ken Reynolds,Ken,,Reynolds,,,https://www.baseball-almanac.com/players/player.php?p=reynoke01
Ken Rudolph,Ken,,Rudolph,,,https://www.baseball-almanac.com/players/player.php?p=rudolke01
Ken Sanders,Ken,,Sanders,,,https://www.baseball-almanac.com/players/player.php?p=sandeke01
Ken Schrom,Ken,,Schrom,,,https://www.baseball-almanac.com/players/player.php?p=schroke01
Ken Singleton,Ken,,Singleton,,,https://www.baseball-almanac.com/players/player.php?p=singlke01
Ken Suarez,Ken,,Suarez,,,https://www.baseball-almanac.com/players/player.php?p=suareke01
Ken Szotkiewicz,Ken,,Szotkiewicz,,,https://www.baseball-almanac.com/players/player.php?p=szotkke01
Ken Tatum,Ken,,Tatum,,,https://www.baseball-almanac.com/players/player.php?p=tatumke01
Ken Williams,Ken,,Williams,,,https://www.baseball-almanac.com/players/player.php?p=willike01
Ken Wright,Ken,,Wright,,,https://www.baseball-almanac.com/players/player.php?p=wrighke01
Kenny Williams,Kenny,,Williams,,,https://www.baseball-almanac.com/players/player.php?p=willike02
Kent Hrbek,Kent,,Hrbek,,,https://www.baseball-almanac.com/players/player.php?p=hrbekke01
Kent Tekulve,Kent,,Tekulve,,,https://www.baseball-almanac.com/players/player.php?p=tekulke01
Kevin Bass,Kevin,,Bass,,,https://www.baseball-almanac.com/players/player.php?p=basske01
Kevin Bell,Kevin,,Bell,,,https://www.baseball-almanac.com/players/player.php?p=bellke01
Kevin Coffman,Kevin,,Coffman,,,https://www.baseball-almanac.com/players/player.php?p=coffmke01
Kevin Collins,Kevin,,Collins,,,https://www.baseball-almanac.com/players/player.php?p=collike01
Kevin Elster,Kevin,,Elster,,,https://www.baseball-almanac.com/players/player.php?p=elsteke01
Kevin Gross,Kevin,,Gross,,,https://www.baseball-almanac.com/players/player.php?p=grosske01
Kevin Hagen,Kevin,,Hagen,,,https://www.baseball-almanac.com/players/player.php?p=hagenke01
Kevin Hickey,Kevin,,Hickey,,,https://www.baseball-almanac.com/players/player.php?p=hickeke01
Kevin Kobel,Kevin,,Kobel,,,https://www.baseball-almanac.com/players/player.php?p=kobelke01
Kevin McReynolds,Kevin,,McReynolds,,,https://www.baseball-almanac.com/players/player.php?p=mcreyke01
Kevin Mitchell,Kevin,,Mitchell,,,https://www.baseball-almanac.com/players/player.php?p=mitchke01
Kevin Romine,Kevin,,Romine,,,https://www.baseball-almanac.com/players/player.php?p=rominke01
Kevin Saucier,Kevin,,Saucier,,,https://www.baseball-almanac.com/players/player.php?p=saucike01
Kevin Seitzer,Kevin,,Seitzer,,,https://www.baseball-almanac.com/players/player.php?p=seitzke01
Kiko Garcia,Kiko,,Garcia,,,https://www.baseball-almanac.com/players/player.php?p=garciki01
Kip Young,Kip,,Young,,,https://www.baseball-almanac.com/players/player.php?p=youngki01
Kirby Puckett,Kirby,,Puckett,,,https://www.baseball-almanac.com/players/player.php?p=puckeki01
Kirk Gibson,Kirk,,Gibson,,,https://www.baseball-almanac.com/players/player.php?p=gibsoki01
Kirk McCaskill,Kirk,,McCaskill,,,https://www.baseball-almanac.com/players/player.php?p=mccaski01
Kirt Manwaring,Kirt,,Manwaring,,,https://www.baseball-almanac.com/players/player.php?p=manwaki01
Kurt Bevacqua,Kurt,,Bevacqua,,,https://www.baseball-almanac.com/players/player.php?p=bevacku01
Kurt Kepshire,Kurt,,Kepshire,,,https://www.baseball-almanac.com/players/player.php?p=kepshku01
Kurt Stillwell,Kurt,,Stillwell,,,https://www.baseball-almanac.com/players/player.php?p=stillku01
La Rue Washington,La Rue,,Washington,,,https://www.baseball-almanac.com/players/player.php?p=washila01
Lamar Johnson,Lamar,,Johnson,,,https://www.baseball-almanac.com/players/player.php?p=johnsla02
LaMarr Hoyt,LaMarr,,Hoyt,,,https://www.baseball-almanac.com/players/player.php?p=hoytla01
Lance McCullers,Lance,,McCullers,,,https://www.baseball-almanac.com/players/player.php?p=mcculla01
Lance Parrish,Lance,,Parrish,,,https://www.baseball-almanac.com/players/player.php?p=parrila02
Lance Rautzhan,Lance,,Rautzhan,,,https://www.baseball-almanac.com/players/player.php?p=rautzla01
Larry Andersen,Larry,,Andersen,,,https://www.baseball-almanac.com/players/player.php?p=anderla02
Larry Biittner,Larry,,Biittner,,,https://www.baseball-almanac.com/players/player.php?p=biittla01
Larry Bowa,Larry,,Bowa,,,https://www.baseball-almanac.com/players/player.php?p=bowala01
Larry Bradford,Larry,,Bradford,,,https://www.baseball-almanac.com/players/player.php?p=bradfla01
Larry Brown,Larry,,Brown,,,https://www.baseball-almanac.com/players/player.php?p=brownla01
Larry Burchart,Larry,,Burchart,,,https://www.baseball-almanac.com/players/player.php?p=burchla01
Larry Christenson,Larry,,Christenson,,,https://www.baseball-almanac.com/players/player.php?p=chrisla01
Larry Cox,Larry,,Cox,,,https://www.baseball-almanac.com/players/player.php?p=coxla01
Larry Demery,Larry,,Demery,,,https://www.baseball-almanac.com/players/player.php?p=demerla01
Larry Dierker,Larry,,Dierker,,,https://www.baseball-almanac.com/players/player.php?p=dierkla01
Larry Gura,Larry,,Gura,,,https://www.baseball-almanac.com/players/player.php?p=gurala01
Larry Haney,Larry,,Haney,,,https://www.baseball-almanac.com/players/player.php?p=haneyla01
Larry Hardy,Larry,,Hardy,,,https://www.baseball-almanac.com/players/player.php?p=hardyla01
Larry Harlow,Larry,,Harlow,,,https://www.baseball-almanac.com/players/player.php?p=harlola01
Larry Herndon,Larry,,Herndon,,,https://www.baseball-almanac.com/players/player.php?p=herndla01
Larry Hisle,Larry,,Hisle,,,https://www.baseball-almanac.com/players/player.php?p=hislela01
Larry Jaster,Larry,,Jaster,,,https://www.baseball-almanac.com/players/player.php?p=jastela01
Larry Johnson,Larry,,Johnson,,,https://www.baseball-almanac.com/players/player.php?p=johnsla01
Larry Lintz,Larry,,Lintz,,,https://www.baseball-almanac.com/players/player.php?p=lintzla01
Larry McWilliams,Larry,,McWilliams,,,https://www.baseball-almanac.com/players/player.php?p=mcwilla01
Larry Milbourne,Larry,,Milbourne,,,https://www.baseball-almanac.com/players/player.php?p=milbola01
Larry Murray,Larry,,Murray,,,https://www.baseball-almanac.com/players/player.php?p=murrala01
Larry Owen,Larry,,Owen,,,https://www.baseball-almanac.com/players/player.php?p=owenla01
Larry Parrish,Larry,,Parrish,,,https://www.baseball-almanac.com/players/player.php?p=parrila01
Larry Sheets,Larry,,Sheets,,,https://www.baseball-almanac.com/players/player.php?p=sheetla01
Larry Stahl,Larry,,Stahl,,,https://www.baseball-almanac.com/players/player.php?p=stahlla01
Larry Whisenton,Larry,,Whisenton,,,https://www.baseball-almanac.com/players/player.php?p=whisela01
Larry Wolfe,Larry,,Wolfe,,,https://www.baseball-almanac.com/players/player.php?p=wolfela01
Larvell Blanks,Larvell,,Blanks,,,https://www.baseball-almanac.com/players/player.php?p=blankla01
Lary Sorensen,Lary,,Sorensen,,,https://www.baseball-almanac.com/players/player.php?p=sorenla01
Lee Elia,Lee,,Elia,,,https://www.baseball-almanac.com/players/player.php?p=eliale01
Lee Guetterman,Lee,,Guetterman,,,https://www.baseball-almanac.com/players/player.php?p=guettle01
Lee Lacy,Lee,,Lacy,,,https://www.baseball-almanac.com/players/player.php?p=lacyle01
Lee May,Lee,,May,,,https://www.baseball-almanac.com/players/player.php?p=mayle01
Lee Maye,Lee,,Maye,,,https://www.baseball-almanac.com/players/player.php?p=mayele01
Lee Mazzilli,Lee,,Mazzilli,,,https://www.baseball-almanac.com/players/player.php?p=mazzile01
Lee Richard,Lee,,Richard,,,https://www.baseball-almanac.com/players/player.php?p=richale01
Lee Smith,Lee,,Smith,,,https://www.baseball-almanac.com/players/player.php?p=smithle02
Lee Stange,Lee,,Stange,,,https://www.baseball-almanac.com/players/player.php?p=stangle01
Lee Tunnell,Lee,,Tunnell,,,https://www.baseball-almanac.com/players/player.php?p=tunnele01
Lefty Grove,Lefty,,Grove,,,https://www.baseball-almanac.com/players/player.php?p=grovele01
Len Barker,Len,,Barker,,,https://www.baseball-almanac.com/players/player.php?p=barkele01
Len Gabrielson,Len,,Gabrielson,,,https://www.baseball-almanac.com/players/player.php?p=gabrile02
Len Matuszek,Len,,Matuszek,,,https://www.baseball-almanac.com/players/player.php?p=matusle01
Len Whitehouse,Len,,Whitehouse,,,https://www.baseball-almanac.com/players/player.php?p=whitele01
Lenn Sakata,Lenn,,Sakata,,,https://www.baseball-almanac.com/players/player.php?p=sakatle01
Lenny Dykstra,Lenny,,Dykstra,,,https://www.baseball-almanac.com/players/player.php?p=dykstle01
Lenny Faedo,Lenny,,Faedo,,,https://www.baseball-almanac.com/players/player.php?p=faedole01
Lenny Randle,Lenny,,Randle,,,https://www.baseball-almanac.com/players/player.php?p=randlle01
Leo Cardenas,Leo,,Cardenas,,,https://www.baseball-almanac.com/players/player.php?p=cardele01
Leo Durocher,Leo,,Durocher,,,https://www.baseball-almanac.com/players/player.php?p=durocle01
Leo Foster,Leo,,Foster,,,https://www.baseball-almanac.com/players/player.php?p=fostele01
Leo Hernandez,Leo,,Hernandez,,,https://www.baseball-almanac.com/players/player.php?p=hernale01
Leon Durham,Leon,,Durham,,,https://www.baseball-almanac.com/players/player.php?p=durhale01
Leon McFadden,Leon,,McFadden,,,https://www.baseball-almanac.com/players/player.php?p=mcfadle01
Leon Roberts,Leon,,Roberts,,,https://www.baseball-almanac.com/players/player.php?p=roberle01
Leron Lee,Leron,,Lee,,,https://www.baseball-almanac.com/players/player.php?p=leele02
Leroy Stanton,Leroy,,Stanton,,,https://www.baseball-almanac.com/players/player.php?p=stantle01
Lerrin LaGrow,Lerrin,,LaGrow,,,https://www.baseball-almanac.com/players/player.php?p=lagrole01
Les Cain,Les,,Cain,,,https://www.baseball-almanac.com/players/player.php?p=cainle01
Les Lancaster,Les,,Lancaster,,,https://www.baseball-almanac.com/players/player.php?p=lancale01
Les Moss,Les,,Moss,,,https://www.baseball-almanac.com/players/player.php?p=mossle01
Les Straker,Les,,Straker,,,https://www.baseball-almanac.com/players/player.php?p=strakle01
Lew Krausse,Lew,,Krausse,,,https://www.baseball-almanac.com/players/player.php?p=krausle01
Lindy McDaniel,Lindy,,McDaniel,,,https://www.baseball-almanac.com/players/player.php?p=mcdanli01
Lloyd Allen,Lloyd,,Allen,,,https://www.baseball-almanac.com/players/player.php?p=allenll01
Lloyd McClendon,Lloyd,,McClendon,,,https://www.baseball-almanac.com/players/player.php?p=mcclell01
Lloyd Moseby,Lloyd,,Moseby,,,https://www.baseball-almanac.com/players/player.php?p=mosebll01
Lonnie Smith,Lonnie,,Smith,,,https://www.baseball-almanac.com/players/player.php?p=smithlo01
Lorenzo Gray,Lorenzo,,Gray,,,https://www.baseball-almanac.com/players/player.php?p=graylo01
Lou Brock,Lou,,Brock,,,https://www.baseball-almanac.com/players/player.php?p=brocklo01
Lou Gehrig,Lou,,Gehrig,,,https://www.baseball-almanac.com/players/player.php?p=gehrilo01
Lou Klimchock,Lou,,Klimchock,,,https://www.baseball-almanac.com/players/player.php?p=klimclo01
Lou Marone,Lou,,Marone,,,https://www.baseball-almanac.com/players/player.php?p=maronlo01
Lou Piniella,Lou,,Piniella,,,https://www.baseball-almanac.com/players/player.php?p=pinielo01
Lou Thornton,Lou,,Thornton,,,https://www.baseball-almanac.com/players/player.php?p=thornlo01
Lou Whitaker,Lou,,Whitaker,,,https://www.baseball-almanac.com/players/player.php?p=whitalo01
Louie Meadows,Louie,,Meadows,,,https://www.baseball-almanac.com/players/player.php?p=meadolo01
Lowell Palmer,Lowell,,Palmer,,,https://www.baseball-almanac.com/players/player.php?p=palmelo01
Luis Aguayo,Luis,,Aguayo,,,https://www.baseball-almanac.com/players/player.php?p=aguaylu01
Luis Alicea,Luis,,Alicea,,,https://www.baseball-almanac.com/players/player.php?p=alicelu01
Luis Alvarado,Luis,,Alvarado,,,https://www.baseball-almanac.com/players/player.php?p=alvarlu01
Luis Aparicio,Luis,,Aparicio,,,https://www.baseball-almanac.com/players/player.php?p=aparilu01
Luis Aponte,Luis,,Aponte,,,https://www.baseball-almanac.com/players/player.php?p=apontlu01
Luis Aquino,Luis,,Aquino,,,https://www.baseball-almanac.com/players/player.php?p=aquinlu01
Luis DeLeon,Luis,,DeLeon,,,https://www.baseball-almanac.com/players/player.php?p=deleolu01
Luis Gomez,Luis,,Gomez,,,https://www.baseball-almanac.com/players/player.php?p=gomezlu01
Luis Leal,Luis,,Leal,,,https://www.baseball-almanac.com/players/player.php?p=leallu01
Luis Medina,Luis,,Medina,,,https://www.baseball-almanac.com/players/player.php?p=medinlu01
Luis Melendez,Luis,,Melendez,,,https://www.baseball-almanac.com/players/player.php?p=melenlu01
Luis Polonia,Luis,,Polonia,,,https://www.baseball-almanac.com/players/player.php?p=polonlu01
Luis Pujols,Luis,,Pujols,,,https://www.baseball-almanac.com/players/player.php?p=pujollu01
Luis Quinones,Luis,,Quinones,,,https://www.baseball-almanac.com/players/player.php?p=quinolu01
Luis Rivera,Luis,,Rivera,,,https://www.baseball-almanac.com/players/player.php?p=riverlu01
Luis Salazar,Luis,,Salazar,,,https://www.baseball-almanac.com/players/player.php?p=salazlu01
Luis Sanchez,Luis,,Sanchez,,,https://www.baseball-almanac.com/players/player.php?p=sanchlu01
Luis Tiant,Luis,,Tiant,,,https://www.baseball-almanac.com/players/player.php?p=tiantlu01
Luke Walker,Luke,,Walker,,,https://www.baseball-almanac.com/players/player.php?p=walkelu01
Lum Harris,Lum,,Harris,,,https://www.baseball-almanac.com/players/player.php?p=harrilu01
Lyman Bostock,Lyman,,Bostock,,,https://www.baseball-almanac.com/players/player.php?p=bostoly01
Lynn Jones,Lynn,,Jones,,,https://www.baseball-almanac.com/players/player.php?p=jonesly01
Lynn McGlothen,Lynn,,McGlothen,,,https://www.baseball-almanac.com/players/player.php?p=mcgloly01
Mac Scarce,Mac,,Scarce,,,https://www.baseball-almanac.com/players/player.php?p=scarcma01
Mack Jones,Mack,,Jones,,,https://www.baseball-almanac.com/players/player.php?p=jonesma01
Mackey Sasser,Mackey,,Sasser,,,https://www.baseball-almanac.com/players/player.php?p=sassema01
Manny Castillo,Manny,,Castillo,,,https://www.baseball-almanac.com/players/player.php?p=castima01
Manny Mota,Manny,,Mota,,,https://www.baseball-almanac.com/players/player.php?p=motama01
Manny Sanguillen,Manny,,Sanguillen,,,https://www.baseball-almanac.com/players/player.php?p=sanguma01
Manny Sarmiento,Manny,,Sarmiento,,,https://www.baseball-almanac.com/players/player.php?p=sarmima01
Manny Trillo,Manny,,Trillo,,,https://www.baseball-almanac.com/players/player.php?p=trillma01
Manuel Lee,Manuel,,Lee,,,https://www.baseball-almanac.com/players/player.php?p=leema02
Marc Hill,Marc,,Hill,,,https://www.baseball-almanac.com/players/player.php?p=hillma01
Marc Sullivan,Marc,,Sullivan,,,https://www.baseball-almanac.com/players/player.php?p=sullima02
Marcel Lachemann,Marcel,,Lachemann,,,https://www.baseball-almanac.com/players/player.php?p=lachema01
Marcelino Lopez,Marcelino,,Lopez,,,https://www.baseball-almanac.com/players/player.php?p=lopezma01
Mariano Duncan,Mariano,,Duncan,,,https://www.baseball-almanac.com/players/player.php?p=duncama01
Mario Guerrero,Mario,,Guerrero,,,https://www.baseball-almanac.com/players/player.php?p=guerrma01
Mario Mendoza,Mario,,Mendoza,,,https://www.baseball-almanac.com/players/player.php?p=mendoma01
Mario Ramirez,Mario,,Ramirez,,,https://www.baseball-almanac.com/players/player.php?p=ramirma01
Mario Soto,Mario,,Soto,,,https://www.baseball-almanac.com/players/player.php?p=sotoma01
Mark Bailey,Mark,,Bailey,,,https://www.baseball-almanac.com/players/player.php?p=bailema01
Mark Belanger,Mark,,Belanger,,,https://www.baseball-almanac.com/players/player.php?p=belanma01
Mark Bomback,Mark,,Bomback,,,https://www.baseball-almanac.com/players/player.php?p=bombama01
Mark Bradley,Mark,,Bradley,,,https://www.baseball-almanac.com/players/player.php?p=bradlma01
Mark Brouhard,Mark,,Brouhard,,,https://www.baseball-almanac.com/players/player.php?p=brouhma01
Mark Brown,Mark,,Brown,,,https://www.baseball-almanac.com/players/player.php?p=brownma02
Mark Ciardi,Mark,,Ciardi,,,https://www.baseball-almanac.com/players/player.php?p=ciardma01
Mark Clear,Mark,,Clear,,,https://www.baseball-almanac.com/players/player.php?p=clearma01
Mark Davidson,Mark,,Davidson,,,https://www.baseball-almanac.com/players/player.php?p=davidma01
Mark Davis,Mark,,Davis,,,https://www.baseball-almanac.com/players/player.php?p=davisma01
Mark Eichhorn,Mark,,Eichhorn,,,https://www.baseball-almanac.com/players/player.php?p=eichhma01
Mark Fidrych,Mark,,Fidrych,,,https://www.baseball-almanac.com/players/player.php?p=fidryma01
Mark Freeman,Mark,,Freeman,,,https://www.baseball-almanac.com/players/player.php?p=freemma01
Mark Grace,Mark,,Grace,,,https://www.baseball-almanac.com/players/player.php?p=gracema01
Mark Grant,Mark,,Grant,,,https://www.baseball-almanac.com/players/player.php?p=grantma01
Mark Gubicza,Mark,,Gubicza,,,https://www.baseball-almanac.com/players/player.php?p=gubicma01
Mark Huismann,Mark,,Huismann,,,https://www.baseball-almanac.com/players/player.php?p=huismma01
Mark Knudson,Mark,,Knudson,,,https://www.baseball-almanac.com/players/player.php?p=knudsma01
Mark Langston,Mark,,Langston,,,https://www.baseball-almanac.com/players/player.php?p=langsma01
Mark Lee,Mark,,Lee,,,https://www.baseball-almanac.com/players/player.php?p=leema01
Mark Lemke,Mark,,Lemke,,,https://www.baseball-almanac.com/players/player.php?p=lemkema01
Mark Lemongello,Mark,,Lemongello,,,https://www.baseball-almanac.com/players/player.php?p=lemonma01
Mark Lewis,Mark,,Lewis,,,https://www.baseball-almanac.com/players/player.php?p=lewisma01
Mark Littell,Mark,,Littell,,,https://www.baseball-almanac.com/players/player.php?p=littema01
Mark McGwire,Mark,,McGwire,,,https://www.baseball-almanac.com/players/player.php?p=mcgwima01
Mark McLemore,Mark,,McLemore,,,https://www.baseball-almanac.com/players/player.php?p=mclemma01
Mark Parent,Mark,,Parent,,,https://www.baseball-almanac.com/players/player.php?p=parenma01
Mark Portugal,Mark,,Portugal,,,https://www.baseball-almanac.com/players/player.php?p=portuma01
Mark Ryal,Mark,,Ryal,,,https://www.baseball-almanac.com/players/player.php?p=ryalma01
Mark Salas,Mark,,Salas,,,https://www.baseball-almanac.com/players/player.php?p=salasma01
Mark Thurmond,Mark,,Thurmond,,,https://www.baseball-almanac.com/players/player.php?p=thurmma01
Mark Wagner,Mark,,Wagner,,,https://www.baseball-almanac.com/players/player.php?p=wagnema01
Mark Williamson,Mark,,Williamson,,,https://www.baseball-almanac.com/players/player.php?p=willima05
Marshall Edwards,Marshall,,Edwards,,,https://www.baseball-almanac.com/players/player.php?p=edwarma01
Marty Barrett,Marty,,Barrett,,,https://www.baseball-almanac.com/players/player.php?p=barrema02
Marty Bystrom,Marty,,Bystrom,,,https://www.baseball-almanac.com/players/player.php?p=bystrma01
Marty Castillo,Marty,,Castillo,,,https://www.baseball-almanac.com/players/player.php?p=castima02
