card_year,card_num,card_stat_year,card_desc,card_notes,card_player_url,card_player_id,,,
1977,654,1976,Ron Pruitt,,https://www.baseball-almanac.com/players/player.php?p=pruitro01,2260,,Ron Pruitthttps://www.baseball-almanac.com/players/player.php?p=pruitro01,
1970,546,1969,Ron Reed,,https://www.baseball-almanac.com/players/player.php?p=reedro01,2261,,Ron Reedhttps://www.baseball-almanac.com/players/player.php?p=reedro01,
1986,442,1985,Ron Robinson,,https://www.baseball-almanac.com/players/player.php?p=robinro01,2262,,Ron Robinsonhttps://www.baseball-almanac.com/players/player.php?p=robinro01,
1983,113,1982,Ron Roenicke,,https://www.baseball-almanac.com/players/player.php?p=roeniro01,2263,,Ron Roenickehttps://www.baseball-almanac.com/players/player.php?p=roeniro01,
1985,579,1984,Ron Romanick,,https://www.baseball-almanac.com/players/player.php?p=romanro01,2264,,Ron Romanickhttps://www.baseball-almanac.com/players/player.php?p=romanro01,
1970,454,1969,Ron Santo,All-Star Card,https://www.baseball-almanac.com/players/player.php?p=santoro01,2265,,Ron Santohttps://www.baseball-almanac.com/players/player.php?p=santoro01,
1974,544,1973,Ron Schueler,,https://www.baseball-almanac.com/players/player.php?p=schuero01,2266,,Ron Schuelerhttps://www.baseball-almanac.com/players/player.php?p=schuero01,
1987,643,1986,Ron Shepherd,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=shephro01,2267,,Ron Shepherdhttps://www.baseball-almanac.com/players/player.php?p=shephro01,
1971,274,1970,Ron Slocum,,https://www.baseball-almanac.com/players/player.php?p=slocuro01,2268,,Ron Slocumhttps://www.baseball-almanac.com/players/player.php?p=slocuro01,
1970,218,1969,Ron Stone,,https://www.baseball-almanac.com/players/player.php?p=stonero02,2269,,Ron Stonehttps://www.baseball-almanac.com/players/player.php?p=stonero02,
1970,431,1969,Ron Swoboda,,https://www.baseball-almanac.com/players/player.php?p=swoboro01,2270,,Ron Swobodahttps://www.baseball-almanac.com/players/player.php?p=swoboro01,
1970,419,1969,Ron Taylor,,https://www.baseball-almanac.com/players/player.php?p=tayloro01,2271,,Ron Taylorhttps://www.baseball-almanac.com/players/player.php?p=tayloro01,
1972,77,1971,Ron Theobald,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=theobro01,2272,,Ron Theobaldhttps://www.baseball-almanac.com/players/player.php?p=theobro01,
1989,721,1988,Ron Tingley,,https://www.baseball-almanac.com/players/player.php?p=tinglro01,2273,,Ron Tingleyhttps://www.baseball-almanac.com/players/player.php?p=tinglro01,
1983,458,1982,Ron Washington,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=washiro01,2274,,Ron Washingtonhttps://www.baseball-almanac.com/players/player.php?p=washiro01,
1970,253,1969,Ron Woods,,https://www.baseball-almanac.com/players/player.php?p=woodsro01,2275,,Ron Woodshttps://www.baseball-almanac.com/players/player.php?p=woodsro01,
1986,649,1985,Ronn Reynolds,,https://www.baseball-almanac.com/players/player.php?p=reynoro02,2276,,Ronn Reynoldshttps://www.baseball-almanac.com/players/player.php?p=reynoro02,
1974,298,1973,Roric Harrison,,https://www.baseball-almanac.com/players/player.php?p=harriro01,2277,,Roric Harrisonhttps://www.baseball-almanac.com/players/player.php?p=harriro01,
1980,138,1979,Ross Baumgarten,,https://www.baseball-almanac.com/players/player.php?p=baumgro01,2278,,Ross Baumgartenhttps://www.baseball-almanac.com/players/player.php?p=baumgro01,
1972,99,1971,Ross Grimsley,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=grimsro02,2279,,Ross Grimsleyhttps://www.baseball-almanac.com/players/player.php?p=grimsro02,
1988,169,1987,Ross Jones,,https://www.baseball-almanac.com/players/player.php?p=jonesro01,2280,,Ross Joneshttps://www.baseball-almanac.com/players/player.php?p=jonesro01,
1975,262,1974,Rowland Office,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=officro01,2281,,Rowland Officehttps://www.baseball-almanac.com/players/player.php?p=officro01,
1971,107,1970,Roy Foster,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=fostero01,2282,,Roy Fosterhttps://www.baseball-almanac.com/players/player.php?p=fostero01,
1978,444,1977,Roy Hartsfield,Manager,https://www.baseball-almanac.com/players/player.php?p=hartsro01,2283,,Roy Hartsfieldhttps://www.baseball-almanac.com/players/player.php?p=hartsro01,
1976,279,1975,Roy Howell,,https://www.baseball-almanac.com/players/player.php?p=howelro02,2284,,Roy Howellhttps://www.baseball-almanac.com/players/player.php?p=howelro02,
1981,223,1980,Roy Lee Jackson,,https://www.baseball-almanac.com/players/player.php?p=jacksro03,2285,,Roy Lee Jacksonhttps://www.baseball-almanac.com/players/player.php?p=jacksro03,
1976,657,1975,Roy Smalley,,https://www.baseball-almanac.com/players/player.php?p=smallro02,2286,,Roy Smalleyhttps://www.baseball-almanac.com/players/player.php?p=smallro02,
1978,471,1977,Roy Smalley,,https://www.baseball-almanac.com/players/player.php?p=smallro01,2286,,Roy Smalleyhttps://www.baseball-almanac.com/players/player.php?p=smallro01,
1985,381,1984,Roy Smith,,https://www.baseball-almanac.com/players/player.php?p=smithro03,2287,,Roy Smithhttps://www.baseball-almanac.com/players/player.php?p=smithro03,
1986,9,1985,Roy Smith,,https://www.baseball-almanac.com/players/player.php?p=smithro01,2287,,Roy Smithhttps://www.baseball-almanac.com/players/player.php?p=smithro01,
1977,281,1976,Roy Staiger,,https://www.baseball-almanac.com/players/player.php?p=staigro01,2288,,Roy Staigerhttps://www.baseball-almanac.com/players/player.php?p=staigro01,
1979,563,1978,Roy Thomas,,https://www.baseball-almanac.com/players/player.php?p=thomaro01,2289,,Roy Thomashttps://www.baseball-almanac.com/players/player.php?p=thomaro01,
1980,397,1979,Roy Thomas,,https://www.baseball-almanac.com/players/player.php?p=thomaro02,2289,,Roy Thomashttps://www.baseball-almanac.com/players/player.php?p=thomaro02,
1970,373,1969,Roy White,,https://www.baseball-almanac.com/players/player.php?p=whitero01,2290,,Roy Whitehttps://www.baseball-almanac.com/players/player.php?p=whitero01,
1978,272,1977,Royle Stillman,,https://www.baseball-almanac.com/players/player.php?p=stillro02,2291,,Royle Stillmanhttps://www.baseball-almanac.com/players/player.php?p=stillro02,
1987,6,1986,Ruben Sierra,'86 Record Breaker Card,https://www.baseball-almanac.com/players/player.php?p=sierrru01,2292,,Ruben Sierrahttps://www.baseball-almanac.com/players/player.php?p=sierrru01,
1981,127,1980,Rudy Law,,https://www.baseball-almanac.com/players/player.php?p=lawru01,2293,,Rudy Lawhttps://www.baseball-almanac.com/players/player.php?p=lawru01,
1970,203,1969,Rudy May,,https://www.baseball-almanac.com/players/player.php?p=mayru01,2294,,Rudy Mayhttps://www.baseball-almanac.com/players/player.php?p=mayru01,
1974,188,1973,Rudy Meoli,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=meoliru01,2295,,Rudy Meolihttps://www.baseball-almanac.com/players/player.php?p=meoliru01,
1982,244,1981,Rufino Linares,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=linarru01,2296,,Rufino Linareshttps://www.baseball-almanac.com/players/player.php?p=linarru01,
1978,141,1977,Ruppert Jones,,https://www.baseball-almanac.com/players/player.php?p=jonesru01,2297,,Ruppert Joneshttps://www.baseball-almanac.com/players/player.php?p=jonesru01,
1970,237,1969,Russ Gibson,,https://www.baseball-almanac.com/players/player.php?p=gibsoru01,2298,,Russ Gibsonhttps://www.baseball-almanac.com/players/player.php?p=gibsoru01,
1987,233,1986,Russ Morman,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=mormaru01,2299,,Russ Mormanhttps://www.baseball-almanac.com/players/player.php?p=mormaru01,
1971,708,1970,Russ Nagelson,,https://www.baseball-almanac.com/players/player.php?p=nagelru01,2300,,Russ Nagelsonhttps://www.baseball-almanac.com/players/player.php?p=nagelru01,
1983,756,1982,Russ Nixon,Manager Card,https://www.baseball-almanac.com/players/player.php?p=nixonru01,2301,,Russ Nixonhttps://www.baseball-almanac.com/players/player.php?p=nixonru01,
1970,347,1969,Russ Snyder,,https://www.baseball-almanac.com/players/player.php?p=snyderu01,2302,,Russ Snyderhttps://www.baseball-almanac.com/players/player.php?p=snyderu01,
1982,237,1981,Rusty Kuntz,,https://www.baseball-almanac.com/players/player.php?p=kuntzru01,2303,,Rusty Kuntzhttps://www.baseball-almanac.com/players/player.php?p=kuntzru01,
1970,585,1969,Rusty Staub,,https://www.baseball-almanac.com/players/player.php?p=staubru01,2304,,Rusty Staubhttps://www.baseball-almanac.com/players/player.php?p=staubru01,
1974,499,1973,Rusty Torres,,https://www.baseball-almanac.com/players/player.php?p=torreru01,2305,,Rusty Torreshttps://www.baseball-almanac.com/players/player.php?p=torreru01,
1983,83,1982,Ryne Sandberg,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=sandbry01,2306,,Ryne Sandberghttps://www.baseball-almanac.com/players/player.php?p=sandbry01,
1970,120,1969,Sal Bando,,https://www.baseball-almanac.com/players/player.php?p=bandosa01,2307,,Sal Bandohttps://www.baseball-almanac.com/players/player.php?p=bandosa01,
1981,243,1980,Sal Butera,,https://www.baseball-almanac.com/players/player.php?p=butersa01,2308,,Sal Buterahttps://www.baseball-almanac.com/players/player.php?p=butersa01,
1971,568,1970,Sal Campisi,,https://www.baseball-almanac.com/players/player.php?p=campisa01,2309,,Sal Campisihttps://www.baseball-almanac.com/players/player.php?p=campisa01,
1978,344,1977,Sam Ewing,,https://www.baseball-almanac.com/players/player.php?p=ewingsa01,2310,,Sam Ewinghttps://www.baseball-almanac.com/players/player.php?p=ewingsa01,
1978,303,1977,Sam Hinds,,https://www.baseball-almanac.com/players/player.php?p=hindssa01,2311,,Sam Hindshttps://www.baseball-almanac.com/players/player.php?p=hindssa01,
1988,377,1987,Sam Horn,,https://www.baseball-almanac.com/players/player.php?p=hornsa01,2312,,Sam Hornhttps://www.baseball-almanac.com/players/player.php?p=hornsa01,
1986,316,1985,Sam Khalifa,,https://www.baseball-almanac.com/players/player.php?p=khalisa01,2313,,Sam Khalifahttps://www.baseball-almanac.com/players/player.php?p=khalisa01,
1970,469,1969,Sam McDowell,All-Star Card,https://www.baseball-almanac.com/players/player.php?p=mcdowsa01,2314,,Sam McDowellhttps://www.baseball-almanac.com/players/player.php?p=mcdowsa01,
1978,576,1977,Sam Mejias,,https://www.baseball-almanac.com/players/player.php?p=mejiasa01,2315,,Sam Mejiashttps://www.baseball-almanac.com/players/player.php?p=mejiasa01,
1990,692,1989,Sammy Sosa,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=sosasa01,2316,,Sammy Sosahttps://www.baseball-almanac.com/players/player.php?p=sosasa01,
1979,206,1978,Sammy Stewart,Record Breaker,https://www.baseball-almanac.com/players/player.php?p=stewasa01,2317,,Sammy Stewarthttps://www.baseball-almanac.com/players/player.php?p=stewasa01,
1970,29,1969,Sandy Alomar,,https://www.baseball-almanac.com/players/player.php?p=alomasa01,2318,,Sandy Alomarhttps://www.baseball-almanac.com/players/player.php?p=alomasa01,
1989,648,1988,"Sandy Alomar, Jr.",Future Star,,2319,,"Sandy Alomar, Jr.",
1971,34,1970,Sandy Vance,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=vancesa01,2320,,Sandy Vancehttps://www.baseball-almanac.com/players/player.php?p=vancesa01,
1977,636,1976,Santo Alcala,,https://www.baseball-almanac.com/players/player.php?p=alcalsa01,2321,,Santo Alcalahttps://www.baseball-almanac.com/players/player.php?p=alcalsa01,
1972,202,1971,Scipio Spinks,,https://www.baseball-almanac.com/players/player.php?p=spinksc01,2322,,Scipio Spinkshttps://www.baseball-almanac.com/players/player.php?p=spinksc01,
1980,574,1979,Scot Thompson,,https://www.baseball-almanac.com/players/player.php?p=thompsc01,2323,,Scot Thompsonhttps://www.baseball-almanac.com/players/player.php?p=thompsc01,
1987,585,1986,Scott Bailes,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=bailesc01,2324,,Scott Baileshttps://www.baseball-almanac.com/players/player.php?p=bailesc01,
1985,393,1984,Scott Bankhead,Team USA Baseball Card,https://www.baseball-almanac.com/players/player.php?p=bankhsc01,2325,,Scott Bankheadhttps://www.baseball-almanac.com/players/player.php?p=bankhsc01,
1986,481,1985,Scott Bradley,,https://www.baseball-almanac.com/players/player.php?p=bradlsc01,2326,,Scott Bradleyhttps://www.baseball-almanac.com/players/player.php?p=bradlsc01,
1984,364,1983,Scott Fletcher,,https://www.baseball-almanac.com/players/player.php?p=fletcsc01,2327,,Scott Fletcherhttps://www.baseball-almanac.com/players/player.php?p=fletcsc01,
1986,395,1985,Scott Garrelts,,https://www.baseball-almanac.com/players/player.php?p=garresc01,2328,,Scott Garreltshttps://www.baseball-almanac.com/players/player.php?p=garresc01,
1984,13,1983,Scott Holman,,https://www.baseball-almanac.com/players/player.php?p=holmasc01,2329,,Scott Holmanhttps://www.baseball-almanac.com/players/player.php?p=holmasc01,
1989,487,1988,Scott Lusader,,https://www.baseball-almanac.com/players/player.php?p=lusadsc01,2330,,Scott Lusaderhttps://www.baseball-almanac.com/players/player.php?p=lusadsc01,
1978,491,1977,Scott McGregor,,https://www.baseball-almanac.com/players/player.php?p=mcgresc01,2331,,Scott McGregorhttps://www.baseball-almanac.com/players/player.php?p=mcgresc01,
1989,756,1988,Scott Medvin,,https://www.baseball-almanac.com/players/player.php?p=medvisc01,2332,,Scott Medvinhttps://www.baseball-almanac.com/players/player.php?p=medvisc01,
1987,57,1986,Scott Nielsen,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=nielssc01,2333,,Scott Nielsenhttps://www.baseball-almanac.com/players/player.php?p=nielssc01,
1980,578,1979,Scott Sanderson,,https://www.baseball-almanac.com/players/player.php?p=sandesc01,2334,,Scott Sandersonhttps://www.baseball-almanac.com/players/player.php?p=sandesc01,
1987,453,1986,Scott Terry,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=terrysc01,2335,,Scott Terryhttps://www.baseball-almanac.com/players/player.php?p=terrysc01,
1984,551,1983,Scott Ullger,,https://www.baseball-almanac.com/players/player.php?p=ullgesc01,2336,,Scott Ullgerhttps://www.baseball-almanac.com/players/player.php?p=ullgesc01,
1979,397,1978,Sergio Ferrer,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=ferrese01,2337,,Sergio Ferrerhttps://www.baseball-almanac.com/players/player.php?p=ferrese01,
1985,398,1984,Shane Mack,Team USA Baseball Card,https://www.baseball-almanac.com/players/player.php?p=macksh01,2338,,Shane Mackhttps://www.baseball-almanac.com/players/player.php?p=macksh01,
1979,74,1978,Shane Rawley,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=rawlesh01,2339,,Shane Rawleyhttps://www.baseball-almanac.com/players/player.php?p=rawlesh01,
1985,282,1984,Shawn Abner,1984 First Draft Pick,https://www.baseball-almanac.com/players/player.php?p=abnersh01,2340,,Shawn Abnerhttps://www.baseball-almanac.com/players/player.php?p=abnersh01,
1988,455,1987,Shawn Hillegas,,https://www.baseball-almanac.com/players/player.php?p=hillesh01,2341,,Shawn Hillegashttps://www.baseball-almanac.com/players/player.php?p=hillesh01,
1985,280,1984,Shawon Dunston,1982 First Draft Pick,https://www.baseball-almanac.com/players/player.php?p=dunstsh01,2342,,Shawon Dunstonhttps://www.baseball-almanac.com/players/player.php?p=dunstsh01,
1989,99,1988,Sherman Corbett,,https://www.baseball-almanac.com/players/player.php?p=corbesh01,2343,,Sherman Corbetthttps://www.baseball-almanac.com/players/player.php?p=corbesh01,
1982,578,1981,Shooty Babitt,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=babitsh01,2344,,Shooty Babitthttps://www.baseball-almanac.com/players/player.php?p=babitsh01,
1985,253,1984,Sid Bream,,https://www.baseball-almanac.com/players/player.php?p=breamsi01,2345,,Sid Breamhttps://www.baseball-almanac.com/players/player.php?p=breamsi01,
1985,649,1984,Sid Fernandez,,https://www.baseball-almanac.com/players/player.php?p=fernasi01,2346,,Sid Fernandezhttps://www.baseball-almanac.com/players/player.php?p=fernasi01,
1977,282,1976,Sid Monge,,https://www.baseball-almanac.com/players/player.php?p=mongesi01,2347,,Sid Mongehttps://www.baseball-almanac.com/players/player.php?p=mongesi01,
1989,191,1988,Sil Campusano,,https://www.baseball-almanac.com/players/player.php?p=campusi01,2348,,Sil Campusanohttps://www.baseball-almanac.com/players/player.php?p=campusi01,
1979,609,1978,Silvio Martinez,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=martisi01,2349,,Silvio Martinezhttps://www.baseball-almanac.com/players/player.php?p=martisi01,
1976,353,1975,Sixto Lezcano,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=lezcasi01,2350,,Sixto Lezcanohttps://www.baseball-almanac.com/players/player.php?p=lezcasi01,
1970,316,1969,Skip Guinn,,https://www.baseball-almanac.com/players/player.php?p=guinnsk01,2351,,Skip Guinnhttps://www.baseball-almanac.com/players/player.php?p=guinnsk01,
1974,328,1973,Skip Jutze,,https://www.baseball-almanac.com/players/player.php?p=jutzesk01,2352,,Skip Jutzehttps://www.baseball-almanac.com/players/player.php?p=jutzesk01,
1970,499,1969,Skip Lockwood,,https://www.baseball-almanac.com/players/player.php?p=lockwsk01,2353,,Skip Lockwoodhttps://www.baseball-almanac.com/players/player.php?p=lockwsk01,
1971,19,1970,Skip Pitlock,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=pitlosk01,2354,,Skip Pitlockhttps://www.baseball-almanac.com/players/player.php?p=pitlosk01,
1970,413,1969,Sonny Jackson,,https://www.baseball-almanac.com/players/player.php?p=jacksso01,2355,,Sonny Jacksonhttps://www.baseball-almanac.com/players/player.php?p=jacksso01,
1970,597,1969,Sonny Siebert,,https://www.baseball-almanac.com/players/player.php?p=siebeso01,2356,,Sonny Sieberthttps://www.baseball-almanac.com/players/player.php?p=siebeso01,
1970,181,1969,Sparky Anderson,,https://www.baseball-almanac.com/players/player.php?p=andersp01,2357,,Sparky Andersonhttps://www.baseball-almanac.com/players/player.php?p=andersp01,
1970,116,1969,Sparky Lyle,,https://www.baseball-almanac.com/players/player.php?p=lylesp01,2358,,Sparky Lylehttps://www.baseball-almanac.com/players/player.php?p=lylesp01,
1984,413,1983,Spike Owen,,https://www.baseball-almanac.com/players/player.php?p=owensp01,2359,,Spike Owenhttps://www.baseball-almanac.com/players/player.php?p=owensp01,
1970,568,1969,Stan Bahnsen,,https://www.baseball-almanac.com/players/player.php?p=bahnsst01,2360,,Stan Bahnsenhttps://www.baseball-almanac.com/players/player.php?p=bahnsst01,
1990,354,1989,Stan Belinda,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=belinst01,2361,,Stan Belindahttps://www.baseball-almanac.com/players/player.php?p=belinst01,
1988,556,1987,Stan Clarke,,https://www.baseball-almanac.com/players/player.php?p=clarkst02,2362,,Stan Clarkehttps://www.baseball-almanac.com/players/player.php?p=clarkst02,
1987,263,1986,Stan Javier,,https://www.baseball-almanac.com/players/player.php?p=javiest01,2363,,Stan Javierhttps://www.baseball-almanac.com/players/player.php?p=javiest01,
1988,223,1987,Stan Jefferson,,https://www.baseball-almanac.com/players/player.php?p=jeffest01,2364,,Stan Jeffersonhttps://www.baseball-almanac.com/players/player.php?p=jeffest01,
1988,665,1987,Stan Musial,Turn Back the Clock 1963,https://www.baseball-almanac.com/players/player.php?p=musiast01,2365,,Stan Musialhttps://www.baseball-almanac.com/players/player.php?p=musiast01,
1979,652,1978,Stan Papi,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=papist01,2366,,Stan Papihttps://www.baseball-almanac.com/players/player.php?p=papist01,
1976,388,1975,Stan Perzanowski,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=perzast01,2367,,Stan Perzanowskihttps://www.baseball-almanac.com/players/player.php?p=perzast01,
1972,331,1971,Stan Swanson,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=swansst01,2368,,Stan Swansonhttps://www.baseball-almanac.com/players/player.php?p=swansst01,
1976,148,1975,Stan Thomas,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=thomast01,2369,,Stan Thomashttps://www.baseball-almanac.com/players/player.php?p=thomast01,
1976,584,1975,Stan Wall,,https://www.baseball-almanac.com/players/player.php?p=wallst01,2370,,Stan Wallhttps://www.baseball-almanac.com/players/player.php?p=wallst01,
1970,353,1969,Stan Williams,,https://www.baseball-almanac.com/players/player.php?p=willist02,2371,,Stan Williamshttps://www.baseball-almanac.com/players/player.php?p=willist02,
1972,78,1971,Steve Arlin,,https://www.baseball-almanac.com/players/player.php?p=arlinst01,2372,,Steve Arlinhttps://www.baseball-almanac.com/players/player.php?p=arlinst01,
1989,784,1988,Steve Avery,#1 Draft Pick,https://www.baseball-almanac.com/players/player.php?p=averyst01,2373,,Steve Averyhttps://www.baseball-almanac.com/players/player.php?p=averyst01,
1983,8,1982,Steve Balboni,,https://www.baseball-almanac.com/players/player.php?p=balbost01,2374,,Steve Balbonihttps://www.baseball-almanac.com/players/player.php?p=balbost01,
1970,224,1969,Steve Barber,,https://www.baseball-almanac.com/players/player.php?p=barbest01,2375,,Steve Barberhttps://www.baseball-almanac.com/players/player.php?p=barbest01,
1983,157,1982,Steve Bedrosian,,https://www.baseball-almanac.com/players/player.php?p=bedrost01,2376,,Steve Bedrosianhttps://www.baseball-almanac.com/players/player.php?p=bedrost01,
1970,396,1969,Steve Blass,,https://www.baseball-almanac.com/players/player.php?p=blassst01,2377,,Steve Blasshttps://www.baseball-almanac.com/players/player.php?p=blassst01,
1984,531,1983,Steve Boros,,https://www.baseball-almanac.com/players/player.php?p=borosst01,2378,,Steve Boroshttps://www.baseball-almanac.com/players/player.php?p=borosst01,
1972,244,1971,Steve Braun,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=braunst01,2379,,Steve Braunhttps://www.baseball-almanac.com/players/player.php?p=braunst01,
1974,232,1973,Steve Brye,,https://www.baseball-almanac.com/players/player.php?p=bryest01,2380,,Steve Bryehttps://www.baseball-almanac.com/players/player.php?p=bryest01,
1986,397,1985,Steve Buechele,,https://www.baseball-almanac.com/players/player.php?p=buechst01,2381,,Steve Buechelehttps://www.baseball-almanac.com/players/player.php?p=buechst01,
1974,365,1973,Steve Busby,,https://www.baseball-almanac.com/players/player.php?p=busbyst01,2382,,Steve Busbyhttps://www.baseball-almanac.com/players/player.php?p=busbyst01,
1970,220,1969,Steve Carlton,,https://www.baseball-almanac.com/players/player.php?p=carltst01,2383,,Steve Carltonhttps://www.baseball-almanac.com/players/player.php?p=carltst01,
1979,463,1978,Steve Comer,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=comerst01,2384,,Steve Comerhttps://www.baseball-almanac.com/players/player.php?p=comerst01,
1982,157,1981,Steve Crawford,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=crawfst01,2385,,Steve Crawfordhttps://www.baseball-almanac.com/players/player.php?p=crawfst01,
1990,374,1989,Steve Cummings,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=cummist01,2386,,Steve Cummingshttps://www.baseball-almanac.com/players/player.php?p=cummist01,
1989,471,1988,Steve Curry,,https://www.baseball-almanac.com/players/player.php?p=curryst01,2387,,Steve Curryhttps://www.baseball-almanac.com/players/player.php?p=curryst01,
1990,428,1989,Steve Davis,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=davisst03,2388,,Steve Davishttps://www.baseball-almanac.com/players/player.php?p=davisst03,
1977,142,1976,Steve Dillard,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=dillast01,2389,,Steve Dillardhttps://www.baseball-almanac.com/players/player.php?p=dillast01,
1971,294,1970,Steve Dunning,,https://www.baseball-almanac.com/players/player.php?p=dunnist01,2390,,Steve Dunninghttps://www.baseball-almanac.com/players/player.php?p=dunnist01,
1989,299,1988,Steve Ellsworth,,https://www.baseball-almanac.com/players/player.php?p=ellswst01,2391,,Steve Ellsworthhttps://www.baseball-almanac.com/players/player.php?p=ellswst01,
1985,664,1984,Steve Farr,,https://www.baseball-almanac.com/players/player.php?p=farrst01,2392,,Steve Farrhttps://www.baseball-almanac.com/players/player.php?p=farrst01,
1987,357,1986,Steve Fireovid,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=fireost01,2393,,Steve Fireovidhttps://www.baseball-almanac.com/players/player.php?p=fireost01,
1974,294,1973,Steve Foucault,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=foucast01,2394,,Steve Foucaulthttps://www.baseball-almanac.com/players/player.php?p=foucast01,
1971,341,1970,Steve Garvey,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=garvest01,2395,,Steve Garveyhttps://www.baseball-almanac.com/players/player.php?p=garvest01,
1977,506,1976,Steve Grilli,,https://www.baseball-almanac.com/players/player.php?p=grillst01,2396,,Steve Grillihttps://www.baseball-almanac.com/players/player.php?p=grillst01,
1970,349,1969,Steve Hamilton,,https://www.baseball-almanac.com/players/player.php?p=hamilst01,2397,,Steve Hamiltonhttps://www.baseball-almanac.com/players/player.php?p=hamilst01,
1970,136,1969,Steve Hargan,,https://www.baseball-almanac.com/players/player.php?p=hargast01,2398,,Steve Harganhttps://www.baseball-almanac.com/players/player.php?p=hargast01,
1978,134,1977,Steve Henderson,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hendest01,2399,,Steve Hendersonhttps://www.baseball-almanac.com/players/player.php?p=hendest01,
1970,514,1969,Steve Hovley,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hovlest01,2400,,Steve Hovleyhttps://www.baseball-almanac.com/players/player.php?p=hovlest01,
1981,693,1980,Steve Howe,,https://www.baseball-almanac.com/players/player.php?p=howest01,2401,,Steve Howehttps://www.baseball-almanac.com/players/player.php?p=howest01,
1970,282,1969,Steve Huntz,,https://www.baseball-almanac.com/players/player.php?p=huntzst01,2402,,Steve Huntzhttps://www.baseball-almanac.com/players/player.php?p=huntzst01,
1986,453,1985,Steve Jeltz,,https://www.baseball-almanac.com/players/player.php?p=jeltzst01,2403,,Steve Jeltzhttps://www.baseball-almanac.com/players/player.php?p=jeltzst01,
1971,43,1970,Steve Kealey,,https://www.baseball-almanac.com/players/player.php?p=kealest01,2404,,Steve Kealeyhttps://www.baseball-almanac.com/players/player.php?p=kealest01,
1978,21,1977,Steve Kemp,,https://www.baseball-almanac.com/players/player.php?p=kempst01,2405,,Steve Kemphttps://www.baseball-almanac.com/players/player.php?p=kempst01,
1988,187,1987,Steve Kiefer,,https://www.baseball-almanac.com/players/player.php?p=kiefest01,2406,,Steve Kieferhttps://www.baseball-almanac.com/players/player.php?p=kiefest01,
1971,51,1970,Steve Kline,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=klinest01,2407,,Steve Klinehttps://www.baseball-almanac.com/players/player.php?p=klinest01,
1984,691,1983,Steve Lake,,https://www.baseball-almanac.com/players/player.php?p=lakest01,2408,,Steve Lakehttps://www.baseball-almanac.com/players/player.php?p=lakest01,
1988,697,1987,Steve Lombardozzi,,https://www.baseball-almanac.com/players/player.php?p=lombast01,2409,,Steve Lombardozzihttps://www.baseball-almanac.com/players/player.php?p=lombast01,
1984,266,1983,Steve Lubratich,,https://www.baseball-almanac.com/players/player.php?p=lubrast01,2410,,Steve Lubratichhttps://www.baseball-almanac.com/players/player.php?p=lubrast01,
1972,678,1971,Steve Luebber,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=luebbst01,2411,,Steve Luebberhttps://www.baseball-almanac.com/players/player.php?p=luebbst01,
1986,233,1985,Steve Lyons,,https://www.baseball-almanac.com/players/player.php?p=lyonsst01,2412,,Steve Lyonshttps://www.baseball-almanac.com/players/player.php?p=lyonsst01,
1980,231,1979,Steve McCatty,,https://www.baseball-almanac.com/players/player.php?p=mccatst01,2413,,Steve McCattyhttps://www.baseball-almanac.com/players/player.php?p=mccatst01,
