bills_card_cert,bills_card_spec,bills_card_num,bills_card_year,bills_card_psa_desc,bills_card_grade,bills_card_pop,bills_card_pop_higher,bills_card_stat_year,bills_card_player_id
81562150,101740750,75,1974,JIM COLBORN,9,88,10,1973,1230
6561303,101741960,196,1974,JIM FREGOSI,9,81,9,1973,1241
24367204,101741960,196,1974,JIM FREGOSI,9,81,9,1973,1241
81807506,101741220,122,1974,JIM HOLT,9,78,12,1973,1252
40143433,101741220,122,1974,JIM HOLT,9,78,12,1973,1252
24827233,101744040,404,1974,JIM HOWARTH,10,16,0,1973,1253
30993626,101744040,404,1974,JIM HOWARTH,9,107,16,1973,1253
24740660,101744400,440,1974,JIM KAAT,9,31,2,1973,1255
16461205,101744400,440,1974,JIM KAAT,8,100,34,1973,1255
81692466,101743420,342,1974,JIM LONBORG,9,41,6,1973,1259
18446036,101743420,342,1974,JIM LONBORG,8,65,47,1973,1259
90357089,101744370,437,1974,JIM LYTTLE,9,105,6,1973,1260
24371291,101744370,437,1974,JIM LYTTLE,9,105,6,1973,1260
11475954,101746180,618,1974,JIM MASON,9,157,10,1973,1265
24981847,101746180,618,1974,JIM MASON,9,157,10,1973,1265
40157596,101745570,557,1974,JIMI MCGLOTHLIN,9,64,1,1973,1267
40045141,101745570,557,1974,JIMI MCGLOTHLIN,8,90,65,1973,1267
90380994,101743180,318,1974,JIM MERRITT,9,91,12,1973,1268
22477104,101743180,318,1974,JIM MERRITT,9,91,12,1973,1268
40157547,101742660,266,1974,JIM NORTHRUP,9,66,8,1973,1274
24795799,101742660,266,1974,JIM NORTHRUP,8,69,76,1973,1274
30340935,101740400,40,1974,JIM PALMER,9,114,1,1973,1275
24704400,101740400,40,1974,JIM PALMER,8,514,120,1973,1275
90405104,101743160,316,1974,JIM PERRY,9,59,3,1973,1277
81903684,101743160,316,1974,JIM PERRY,8,74,63,1973,1277
11043156,101743710,371,1974,JIM SLATON,9,85,13,1973,1287
24468445,101743710,371,1974,JIM SLATON,9,85,13,1973,1287
81663772,101746570,657,1974,JIM SHELLENBACK,9,59,12,1973,1286
23822244,101746570,657,1974,JIM SHELLENBACK,9,59,12,1973,1286
30993624,101744020,402,1974,JIM ROOKER,9,142,23,1973,1285
24234827,101744020,402,1974,JIM ROOKER,9,142,23,1973,1285
31707368,101741590,159,1974,JIM RAY HART,9,79,4,1973,1282
7196123,101741590,159,1974,JIM RAY HART,8,102,86,1973,1282
11781131,101744580,458,1974,JIM RAY,9,82,7,1973,1281
24890467,101744580,458,1974,JIM RAY,9,82,7,1973,1281
81494949,101740430,43,1974,JIM WYNN,9,74,0,1973,1310
81912965,101740430,43,1974,JIM WYNN,8,132,75,1973,1310
30565756,101745800,580,1974,JIM SPENCER,9,100,2,1973,1289
25185314,101745800,580,1974,JIM SPENCER,9,100,2,1973,1289
30287361,101745530,553,1974,JIM WILLOUGHBY,9,79,5,1973,1298
10888666,101745530,553,1974,JIM WILLOUGHBY,8,67,85,1973,1298
30993628,101744070,407,1974,JIM WOHLFORD,9,98,5,1973,1300
24371304,101744070,407,1974,JIM WOHLFORD,9,98,5,1973,1300
30287347,101742400,240,1974,JOE COLEMAN,9,68,10,1973,1322
9099644,101742400,240,1974,JOE COLEMAN,8,73,81,1973,1322
81654533,101744690,469,1974,JOE DECKER,9,65,1,1973,1324
15093316,101744690,469,1974,JOE DECKER,8,100,68,1973,1324
30643009,101740860,86,1974,JOE FERGUSON,9,44,1,1973,1326
23625802,101740860,86,1974,JOE FERGUSON,8,97,47,1973,1326
81623685,101745120,512,1974,JOE LAHOUD,9,41,3,1973,1338
23553523,101745120,512,1974,JOE LAHOUD,8,88,45,1973,1338
30774211,101744930,493,1974,JOE HOERNER,9,52,4,1973,1333
11701253,101744930,493,1974,JOE HOERNER,8,74,57,1973,1333
31136495,101740850,85,1974,JOE MORGAN,9,137,5,1973,1346
31295915,101740850,85,1974,JOE MORGAN,9,137,5,1973,1346
21659822,101746590,659,1974,JOE LIS,9,27,4,1973,1340
24387318,101746590,659,1974,JOE LIS,8,85,35,1973,1340
30640741,101746390,639,1974,JOE LOVITTO,9,98,5,1973,1341
22502865,101746390,639,1974,JOE LOVITTO,8,74,104,1973,1341
3611701,101745040,504,1974,JOE NIEKRO,9,117,6,1973,1347
9099602,101745040,504,1974,JOE NIEKRO,8,119,125,1973,1347
81654512,101742640,264,1974,JOE RUDI,9,35,5,1973,1354
25013475,101742640,264,1974,JOE RUDI,8,106,41,1973,1354
12152032,101740150,15,1974,JOE TORRE,9,89,4,1973,1359
17272618,101740150,15,1974,JOE TORRE,8,210,94,1973,1359
11043157,101743730,373,1974,JOHN CURTIS,9,49,3,1973,1382
23867244,101743730,373,1974,JOHN CURTIS,8,74,52,1973,1382
90384989,101742530,253,1974,JOHN BOCCABELLA,9,88,5,1973,1373
24889915,101742530,253,1974,JOHN BOCCABELLA,9,88,5,1973,1373
30111990,101741280,128,1974,JOHN ELLIS,9,101,3,1973,1389
15979275,101741280,128,1974,JOHN ELLIS,8,101,106,1973,1389
30609544,101740240,24,1974,JOHN HILLER,9,58,4,1973,1400
81645718,101740240,24,1974,JOHN HILLER,8,86,64,1973,1400
40359786,101741760,176,1974,JOHN LOWENSTEIN,9,84,3,1973,1407
14369911,101741760,176,1974,JOHN LOWENSTEIN,8,101,91,1973,1407
60005532,101741500,150,1974,JOHN MAYBERRY,9,64,4,1973,1411
31673537,101741500,150,1974,JOHN MAYBERRY,8,110,69,1973,1411
11140532,101740100,10,1974,JOHNNY BENCH,9,102,4,1973,1443
25068165,101740100,10,1974,JOHNNY BENCH,8,584,113,1973,1443
23878743,101742180,218,1974,JOHNNY BRIGGS,9,49,7,1973,1444
23343345,101742180,218,1974,JOHNNY BRIGGS,9,49,7,1973,1444
90381001,101743490,349,1974,JOHN VUKOVICH,9,52,6,1973,1439
14346861,101743490,349,1974,JOHN VUKOVICH,8,109,60,1973,1439
81860547,101742340,234,1974,JOHN MILNER,9,92,14,1973,1412
24371316,101742340,234,1974,JOHN MILNER,9,92,14,1973,1412
31649574,101746350,635,1974,JOHNNY EDWARDS,9,102,8,1973,1446
24371238,101746350,635,1974,JOHNNY EDWARDS,9,102,8,1973,1446
24186965,101740321,32,1974,JOHNNY GRUBB WA,9,64,4,1973,1448
12485188,101740322,32,1974,JOHN GRUBB SD,9,74,6,1973,1448
23330176,101740321,32,1974,JOHNNY GRUBB WA,9,64,4,1973,1448
24481871,101740322,32,1974,JOHN GRUBB SD,9,74,6,1973,1448
30565486,101746150,615,1974,JOHNNY JETER,9,97,8,1973,1449
24321305,101746150,615,1974,JOHNNY JETER,9,97,8,1973,1449
81439155,101741830,183,1974,JOHNNY OATES,9,57,8,1973,1450
24101532,101741830,183,1974,JOHNNY OATES,9,57,8,1973,1450
15382920,101741530,153,1974,JON MATLACK,10,18,0,1973,1454
90380977,101741530,153,1974,JON MATLACK,9,121,18,1973,1454
90381005,101743760,376,1974,JORGE ORTA,9,115,10,1973,1456
25194509,101743760,376,1974,JORGE ORTA,9,115,10,1973,1456
30997217,101741850,185,1974,JOSE CARDENAL,9,84,4,1973,1462
14376695,101741850,185,1974,JOSE CARDENAL,8,117,88,1973,1462
11476809,101744640,464,1974,JOSE CRUZ,9,84,2,1973,1464
25029983,101744640,464,1974,JOSE CRUZ,9,84,2,1973,1464
11972726,101741630,163,1974,KEN BERRY,9,98,8,1973,1520
81807667,101741630,163,1974,KEN BERRY,8,112,108,1973,1520
3142791,101743300,330,1974,JUAN MARICHAL,9,172,4,1973,1487
23982367,101743300,330,1974,JUAN MARICHAL,8,439,180,1973,1487
30993664,101746470,647,1974,JUAN BENIQUEZ,9,103,7,1973,1479
15962687,101746470,647,1974,JUAN BENIQUEZ,8,95,115,1973,1479
81654606,101742370,237,1974,KEN BRETT,9,69,4,1973,1523
14371016,101742370,237,1974,KEN BRETT,8,131,79,1973,1523
90405109,101746450,645,1974,KEN BOSWELL,9,20,0,1973,1521
25083990,101746450,645,1974,KEN BOSWELL,8,133,24,1973,1521
40221536,101740910,91,1974,KEN FORSCH,9,142,6,1973,1528
21327655,101740910,91,1974,KEN FORSCH,9,142,6,1973,1528
31707263,101743940,394,1974,KEN HENDERSON,9,45,0,1973,1533
15963042,101743940,394,1974,KEN HENDERSON,8,77,45,1973,1533
81869804,101741800,180,1974,KEN HOLTZMAN,9,92,3,1973,1534
81921369,101741800,180,1974,KEN HOLTZMAN,8,109,98,1973,1534
12219883,101744340,434,1974,KEN MCMULLEN,9,124,8,1973,1539
81897769,101744340,434,1974,KEN MCMULLEN,8,109,134,1973,1539
31707174,101743720,372,1974,KEN REITZ,9,69,4,1973,1543
21327733,101743720,372,1974,KEN REITZ,8,80,75,1973,1543
90041052,101740250,25,1974,KEN SINGLETON,9,125,11,1973,1548
24299288,101740250,25,1974,KEN SINGLETON,9,125,11,1973,1548
40157601,101745840,584,1974,KEN RUDOLPH,9,93,10,1973,1545
4629874,101745840,584,1974,KEN RUDOLPH,9,93,10,1973,1545
90262374,101746380,638,1974,KEN SANDERS,9,93,7,1973,1546
23038183,101746380,638,1974,KEN SANDERS,8,93,100,1973,1546
90380961,101740390,39,1974,KEN SUAREZ,9,45,1,1973,1549
24874214,101740390,39,1974,KEN SUAREZ,9,45,1,1973,1549
40157612,101746600,660,1974,LARRY DIERKER,9,117,8,1973,1597
24890534,101746600,660,1974,LARRY DIERKER,9,117,8,1973,1597
40157603,101745870,587,1974,LARRY CHRISTENSON,9,74,0,1973,1594
14371015,101745870,587,1974,LARRY CHRISTENSON,8,100,75,1973,1594
9144789,101742550,255,1974,LARRY BOWA,9,54,3,1973,1590
31673546,101742550,255,1974,LARRY BOWA,8,118,60,1973,1590
11781126,101744540,454,1974,KURT BEVACQUA,9,46,3,1973,1579
23625745,101744540,454,1974,KURT BEVACQUA,8,73,52,1973,1579
90380974,101741210,121,1974,LARRY LINTZ,9,42,4,1973,1606
24189764,101741210,121,1974,LARRY LINTZ,9,42,4,1973,1606
11402327,101746160,616,1974,LARRY GURA,9,109,6,1973,1598
24265542,101746160,616,1974,LARRY GURA,8.5,4,115,1973,1598
90191215,101746580,658,1974,LEE LACY,9,123,9,1973,1621
21327800,101746580,658,1974,LEE LACY,8,89,137,1973,1621
90609617,101743660,366,1974,LARRY HISLE,9,88,9,1973,1603
25194502,101743660,366,1974,LARRY HISLE,9,88,9,1973,1603
40157564,101745070,507,1974,LARRY STAHL,9,75,8,1973,1613
23888833,101745070,507,1974,LARRY STAHL,8,80,84,1973,1613
40045190,101745000,500,1974,LEE MAY,9,77,3,1973,1622
81917604,101745000,500,1974,LEE MAY,8,109,83,1973,1622
24536891,101744460,446,1974,LEN RANDLE,10,16,0,1973,1637
90439835,101744460,446,1974,LEN RANDLE,9,108,16,1973,1637
14725533,101746510,651,1974,LERON LEE,10,12,0,1973,1645
90191213,101746510,651,1974,LERON LEE,9,71,12,1973,1645
90439828,101744330,433,1974,LERRIN LAGROW,9,102,9,1973,1647
24342567,101744330,433,1974,LERRIN LAGROW,9,102,9,1973,1647
40100909,101745940,594,1974,LEROY STANTON,9,96,7,1973,1646
24345848,101745940,594,1974,LEROY STANTON,9,96,7,1973,1646
30446732,101745390,539,1974,LLOYD ALLEN,9,141,14,1973,1654
24365122,101745390,539,1974,LLOYD ALLEN,9,141,14,1973,1654
6561317,101741820,182,1974,LINDY MCDANIEL,9,98,7,1973,1653
21080010,101741820,182,1974,LINDY MCDANIEL,8,151,108,1973,1653
30762394,101740600,60,1974,LOU BROCK,9,167,6,1973,1659
21527091,101740600,60,1974,LOU BROCK,8,425,181,1973,1659
22222792,101743900,390,1974,LOU PINIELLA,10,29,0,1973,1663
3523901,101743900,390,1974,LOU PINIELLA,9,158,29,1973,1663
11781132,101744620,462,1974,LUIS ALVARADO,9,100,7,1973,1670
24814086,101744620,462,1974,LUIS ALVARADO,9,100,7,1973,1670
30287342,101740610,61,1974,LUIS APARICIO,9,93,4,1973,1671
21327801,101740610,61,1974,LUIS APARICIO,8,182,101,1973,1671
40157537,101741670,167,1974,LUIS TIANT,9,133,4,1973,1685
21327685,101741670,167,1974,LUIS TIANT,8,182,139,1973,1685
40157554,101743070,307,1974,LUIS MELENDEZ,9,62,2,1973,1678
20202816,101743070,307,1974,LUIS MELENDEZ,8,68,66,1973,1678
40100914,101746120,612,1974,LUKE WALKER,9,108,18,1973,1686
24234823,101746120,612,1974,LUKE WALKER,9,108,18,1973,1686
11476280,101741490,149,1974,MAC SCARCE,9,75,6,1973,1691
24944456,101741490,149,1974,MAC SCARCE,9,75,6,1973,1691
90381003,101743680,368,1974,MANNY MOTA,9,119,6,1973,1695
22478718,101743680,368,1974,MANNY MOTA,8,95,129,1973,1695
90380996,101743290,329,1974,MARK BELANGER,9,24,1,1973,1710
24428950,101743290,329,1974,MARK BELANGER,8,92,26,1973,1710
40157538,101741920,192,1974,MARIO GUERRERO,9,129,7,1973,1705
21327697,101741920,192,1974,MARIO GUERRERO,9,129,7,1973,1705
90380958,101740280,28,1974,MANNY SANGUILLEN,9,66,6,1973,1696
24682024,101740280,28,1974,MANNY SANGUILLEN,8,144,79,1973,1696
12582590,101743740,374,1974,MARTY PEREZ,9,53,4,1973,1751
24401388,101743740,374,1974,MARTY PEREZ,9,53,4,1973,1751
90560964,101745830,583,1974,MARTY PATTIN,9,76,3,1973,1750
24371253,101745830,583,1974,MARTY PATTIN,9,76,3,1973,1750
12113771,101744300,430,1974,MATTY ALOU,9,23,0,1973,1762
23553483,101744300,430,1974,MATTY ALOU,8,96,23,1973,1762
11043127,101740440,44,1974,MEL STOTTLEMYRE,9,113,11,1973,1771
14108322,101740440,44,1974,MEL STOTTLEMYRE,8,152,127,1973,1771
90064562,101745850,585,1974,MERV RETTENMUND,9,84,7,1973,1773
24345847,101745850,585,1974,MERV RETTENMUND,9,84,7,1973,1773
40157535,101740760,76,1974,MICKEY RIVERS,9,41,7,1973,1782
24367166,101740760,76,1974,MICKEY RIVERS,9,41,7,1973,1782
23729650,101740090,9,1974,MICKEY LOLICH,9,50,5,1973,1780
14261381,101740090,9,1974,MICKEY LOLICH,8,94,59,1973,1780
3611689,101745300,530,1974,MICKEY STANLEY,9,99,3,1973,1784
24874212,101745300,530,1974,MICKEY STANLEY,9,99,3,1973,1784
11781150,101745730,573,1974,MIKE ADAMS,9,75,5,1973,1788
15961843,101745730,573,1974,MIKE ADAMS,8,90,86,1973,1788
12113924,101746190,619,1974,MIKE ANDERSON,9,57,0,1973,1790
81903664,101746190,619,1974,MIKE ANDERSON,8,68,57,1973,1790
11305154,101745460,546,1974,MIKE CORKINS,9,111,5,1973,1807
15082957,101745460,546,1974,MIKE CORKINS,9,111,5,1973,1807
15953649,101743440,344,1974,MIKE CALDWELL,9,34,0,1973,1801
14347217,101743440,344,1974,MIKE CALDWELL,8,89,36,1973,1801
60003551,101746500,650,1974,MIKE EPSTEIN,9,71,3,1973,1818
12297121,101746500,650,1974,MIKE EPSTEIN,8,99,77,1973,1818
30730552,101745600,560,1974,MIKE CUELLAR,9,69,4,1973,1810
81903696,101745600,560,1974,MIKE CUELLAR,8,100,73,1973,1810
81923133,101741990,199,1974,MIKE KEKICH,9,47,2,1973,1843
23540057,101741990,199,1974,MIKE KEKICH,8,91,50,1973,1843
40157575,101745170,517,1974,MIKE HEGAN,9,92,4,1973,1836
24499823,101745170,517,1974,MIKE HEGAN,9,92,4,1973,1836
40157594,101745490,549,1974,MIKE JORGENSEN,9,69,0,1973,1842
15687698,101745490,549,1974,MIKE JORGENSEN,8,75,70,1973,1842
12224275,101742270,227,1974,MIKE LUM,9,57,6,1973,1852
23822249,101742270,227,1974,MIKE LUM,9,57,6,1973,1852
90380964,101740730,73,1974,MIKE MARSHALL,9,55,3,1973,1856
21327648,101740730,73,1974,MIKE MARSHALL,8,86,61,1973,1856
81825423,101743990,399,1974,MIKE PAUL,9,48,2,1973,1868
24504426,101743990,399,1974,MIKE PAUL,9,48,2,1973,1868
11781141,101745330,533,1974,MIKE PHILLIPS,9,40,4,1973,1871
24749135,101745330,533,1974,MIKE PHILLIPS,9,40,4,1973,1871
30993653,101745650,565,1974,MILT WILCOX,9,89,14,1973,1907
24101539,101745650,565,1974,MILT WILCOX,9,89,14,1973,1907
11972487,101746400,640,1974,MILT PAPPAS,9,67,1,1973,1904
24353650,101746400,640,1974,MILT PAPPAS,9,67,1,1973,1904
23651242,101741251,125,1974,NATE COLBERT WA,10,11,0,1973,1919
31434761,101741252,125,1974,NATE COLBERT SD,9,37,6,1973,1919
24878751,101741251,125,1974,NATE COLBERT WA,9,80,11,1973,1919
21327670,101741252,125,1974,NATE COLBERT SD,8,78,46,1973,1919
31547904,101745770,577,1974,MIKE SADEK,9,109,8,1973,1877
24371255,101745770,577,1974,MIKE SADEK,9,109,8,1973,1877
90041080,101744920,492,1974,MIKE ROGODZINSKI,9,31,4,1973,1875
24389054,101744920,492,1974,MIKE ROGODZINSKI,8,70,36,1973,1875
90560666,101745640,564,1974,MIKE RYAN,9,86,14,1973,1876
24371259,101745640,564,1974,MIKE RYAN,9,86,14,1973,1876
3739178,101745680,568,1974,MIKE TORREZ,9,78,15,1973,1891
21327774,101745680,568,1974,MIKE TORREZ,8,86,97,1973,1891
40217964,101746550,655,1974,MIKE TYSON,9,83,9,1973,1893
12138196,101746550,655,1974,MIKE TYSON,9,83,9,1973,1893
11781084,101742830,283,1974,MIKE SCHMIDT,9,324,13,1973,1878
22223277,101742830,283,1974,MIKE SCHMIDT,8,1283,359,1973,1878
81442430,101742930,293,1974,MILT MAY,9,77,0,1973,1903
23038168,101742930,293,1974,MILT MAY,8,83,81,1973,1903
18958131,101752540,254,1975,MIKE TORREZ,9,57,4,1974,1891
30029403,101752310,231,1975,MIKE TYSON,9,170,5,1974,1893
23806413,101754010,401,1975,MIKE WALLACE,8,147,66,1974,1895
16302140,101752790,279,1975,MILT MAY,9,279,42,1974,1903
6048051,101750700,70,1975,MIKE SCHMIDT,8,1000,122,1974,1878
24704450,101755990,599,1975,NATE COLBERT,8,167,62,1974,1919
81419602,101754950,495,1975,NELSON BRILES,9,58,1,1974,1925
14731544,101750140,14,1975,MILT WILCOX,8,196,63,1974,1907
24627311,101756420,642,1975,MIKE PHILLIPS,8,147,48,1974,1871
1821439,101751540,154,1975,MIKE LUM,9,126,8,1974,1852
21654182,101753300,330,1975,MIKE MARSHALL,8,172,124,1974,1856
25416332,101750060,6,1975,MIKE MARSHALL,8,163,46,1974,1856
16389292,101752860,286,1975,MIKE JORGENSEN,8.5,7,139,1974,1842
90090913,101750960,96,1975,MIKE COSGROVE,8,171,111,1974,1808
17105156,101754100,410,1975,MIKE CUELLER,8,150,53,1974,1810
20911068,101755840,584,1975,MIKE GARMAN,8,153,47,1974,1827
6432005,101751060,106,1975,MIKE HARGROVE,8,251,65,1974,1831
19703497,101750990,99,1975,MIKE HEGAN,8,152,64,1974,1836
22351715,101753470,347,1975,MIKE CALDWELL,9,275,13,1974,1801
20055803,101751180,118,1975,MIKE ANDERSON,9,103,4,1974,1790
23169674,101751410,141,1975,MICKEY STANLEY,8,147,60,1974,1784
22596246,101752450,245,1975,MICKEY LOLICH,9,69,4,1974,1780
22550610,101751640,164,1975,MICKEY RIVERS,9,122,4,1974,1782
23984332,101751830,183,1975,MEL STOTTLEMYRE,8,204,67,1974,1771
17125674,101753690,369,1975,MERV RETTENMUND,8.5,7,129,1974,1773
24218875,101754420,442,1975,MAXIMINO LEON,8,156,39,1974,1766
24521331,101754990,499,1975,MARTY PEREZ,8,118,36,1974,1751
81388079,101754130,413,1975,MARTY PATTIN,9,76,2,1974,1750
50044000,101751520,152,1975,MARIO GUERRERO,9,135,14,1974,1705
24637098,101754570,457,1975,MARIO MENDOZA,8,168,121,1974,1706
24704420,101750740,74,1975,MARK BELANGER,8,193,90,1974,1710
20911078,101754140,414,1975,MANNY MOTA,8,163,74,1974,1695
24227241,101755150,515,1975,MANNY SANGUILLEN,8,197,79,1974,1696
81528939,101754740,474,1975,LUKE WALKER,9,77,2,1974,1686
22035299,101752720,272,1975,LYNN MCGLOTHEN,8.5,4,67,1974,1690
24482491,101755270,527,1975,MAC SCARCE,8,137,51,1974,1691
24412682,101753530,353,1975,LUIS MELENDEZ,8,120,69,1974,1678
22310786,101754300,430,1975,LUIS TIANT,8.5,4,92,1974,1685
15080320,101752170,217,1975,LOU PINIELLA,8.5,4,67,1974,1663
22550658,101756030,603,1975,LEW KRAUSSE,8,122,30,1974,1652
22310930,101756520,652,1975,LINDY MCDANIEL,8,157,66,1974,1653
25512561,101750020,2,1975,74 HIGHLIGHTS,8,185,54,1974,1659
14595709,101755400,540,1975,LOU BROCK,8,684,188,1974,1659
31197032,101753420,342,1975,LEROY STANTON,9,110,5,1974,1646
22550618,101751160,116,1975,LERRIN LAGROW,8,143,41,1974,1647
14409112,101754180,418,1975,LEO FOSTER,8.5,5,72,1974,1640
19561669,101755060,506,1975,LERON LEE,8,164,82,1974,1645
24409483,101755180,518,1975,LEO CARDENAS,8,144,118,1974,1638
21828458,101756530,653,1975,LEE RICHARDS,9,166,11,1974,1625
25416327,101752590,259,1975,LEN RANDLE,8,138,32,1974,1637
22781318,101750250,25,1975,LEE MAY,9,135,9,1974,1622
25464007,101756310,631,1975,LEE LACY,8,125,52,1974,1621
19831640,101753940,394,1975,LARVELL BLANKS,9,70,14,1974,1617
22627795,101755570,557,1975,LARRY GURA,9,77,9,1974,1598
24622902,101756260,626,1975,LARRY HANEY,8,144,64,1974,1599
19703522,101751120,112,1975,LARRY HARDY,9,174,16,1974,1600
24100795,101755260,526,1975,LARRY HISLE,8,139,72,1974,1603
30376521,101754160,416,1975,LARRY LINTZ,9,73,1,1974,1606
24622909,101755120,512,1975,LARRY MILBOURNE,8,152,63,1974,1608
25464004,101755510,551,1975,LARRY CHRISTENSON,8,128,40,1974,1594
81911617,101754330,433,1975,LARRY DEMERY,9,52,1,1974,1596
18566746,101750490,49,1975,LARRY DIERKER,9,165,13,1974,1597
24424185,101751250,125,1975,KEN SINGLETON,8,171,41,1974,1548
16678245,101753370,337,1975,KEVIN KOBEL,9,124,4,1974,1565
22482830,101755430,543,1975,LARY BIITTNER,9,91,11,1974,1589
22495301,101754200,420,1975,LARRY BOWA,9,188,17,1974,1590
15388739,101753660,366,1975,KEN SANDERS,9,107,3,1974,1546
22657219,101750270,27,1975,KEN REITZ,8,134,44,1974,1543
19703576,101752890,289,1975,KEN RUDOLPH,9,129,16,1974,1545
19703625,101751450,145,1975,KEN HOLTZMAN,9,94,9,1974,1534
22550648,101754730,473,1975,KEN MCMULLEN,8,145,52,1974,1539
24704439,101754360,436,1975,KEN FRAILING,8,123,52,1974,1529
22479070,101752840,284,1975,KEN GRIFFEY,8,291,67,1974,1531
16389291,101750590,59,1975,KEN HENDERSON,8.5,14,305,1974,1533
24999962,101752500,250,1975,KEN BRETT,8,143,45,1974,1523
30029250,101753570,357,1975,KEN FORSCH,9,79,5,1974,1528
24312096,101756010,601,1975,JUAN BENIQUEZ,8,143,44,1974,1479
30576040,101754320,432,1975,KEN BERRY,9,142,11,1974,1520
14346142,101754790,479,1975,KEN BOSWELL,8.5,11,63,1974,1521
24769593,101755140,514,1975,JOSE CRUZ,8,149,56,1974,1464
22495461,101750150,15,1975,JOSE CARDENAL,8,122,47,1974,1462
22300075,101752900,290,1975,JON MATLACK,8.5,8,64,1974,1454
23996501,101751840,184,1975,JORGE ORTA,8,136,56,1974,1456
19950930,101753190,319,1975,JOHNNY OATES,9,59,5,1974,1450
22808369,101752980,298,1975,JOHNNY GRUBB,8,145,77,1974,1448
25463997,101754050,405,1975,JOHN MONTAGUE,8,139,26,1974,1415
20909912,101756510,651,1975,JOHN MORLAN,8,139,49,1974,1417
81821576,101755770,577,1975,JOHN MORRIS,8,133,62,1974,1418
24769595,101756020,602,1975,JOHN VUKOVICH,8,164,78,1974,1439
22157327,101752600,260,1975,JOHNNY BENCH,8,1369,325,1974,1443
22310847,101751230,123,1975,JOHNNY BRIGGS,8,261,113,1974,1444
21483372,101750950,95,1975,JOHN MAYBERRY,8.5,4,110,1974,1411
22907770,101752640,264,1975,JOHN MILNER,8,181,114,1974,1412
14787485,101755460,546,1975,JOHN KNOX,8,156,100,1974,1404
30963106,101754240,424,1975,JOHN LOWENSTEIN,9,59,1,1974,1407
30581296,101754150,415,1975,JOHN HILLER,9,75,3,1974,1400
25436796,101755530,553,1975,JOHN BOCCABELLA,8,126,60,1974,1373
20449841,101753810,381,1975,JOHN CURTIS,9,67,10,1974,1382
22310725,101753720,372,1975,JOHN D'ACQUISTO,9,49,3,1974,1383
31149476,101755240,524,1975,JOHN DOHERTY,8,166,88,1974,1386
19691340,101756050,605,1975,JOHN ELLIS,8,154,85,1974,1389
24622880,101750450,45,1975,JOE RUDI,8,178,79,1974,1354
24502008,101755650,565,1975,JOE TORRE,8,248,90,1974,1359
24420276,101755950,595,1975,JOE NIEKRO,8,151,48,1974,1347
24704412,101750360,36,1975,JOE LOVITTO,8,145,54,1974,1341
11740779,101751800,180,1975,JOE MORGAN,8,964,363,1974,1346
20657043,101756290,629,1975,JOE HOERNER,9,181,18,1974,1333
22781487,101753170,317,1975,JOE LAHOUD,8,156,92,1974,1338
22310874,101750860,86,1975,JOE LIS,8,138,37,1974,1340
23198777,101751150,115,1975,JOE FERGUSON,8,176,55,1974,1326
23338635,101751020,102,1975,JOE DECKER,8,195,98,1974,1324
24412592,101751440,144,1975,JIM WOHLFORD,8,152,69,1974,1300
17619528,101753830,383,1975,JIM YORK,9,122,17,1974,1302
24515461,101755670,567,1975,JIM SUNDBERG,8,194,147,1974,1291
24769568,101755190,519,1975,JIM TODD,8,139,51,1974,1292
19679322,101755700,570,1975,JIM WYNN,9,123,9,1974,1310
11305194,101750420,42,1975,JOE COLEMAN,9,116,8,1974,1322
19567344,101751480,148,1975,JIM ROOKER,8,160,132,1974,1285
23971139,101752810,281,1975,JIM SLATON,8,136,69,1974,1287
24704435,101753870,387,1975,JIM SPENCER,8,184,114,1974,1289
21800434,101750890,89,1975,JIM RAY,8,167,122,1974,1281
19442701,101753350,335,1975,JIM PALMER,8,478,82,1974,1275
21398383,101752630,263,1975,JIM PERRY,8,178,55,1974,1277
19236355,101754970,497,1975,JIM NETTLES,8.5,8,57,1974,1272
22448827,101756410,641,1975,JIM NORTHRUP,8.5,8,58,1974,1274
12552288,101750830,83,1975,JIM MERRITT,9,131,6,1974,1268
22593980,101751360,136,1975,JIM MASON,9,54,1,1974,1265
25464009,101756380,638,1975,CUBS TEAM,8,133,59,1974,1264
24750659,101750940,94,1975,JIM LONBORG,8,130,50,1974,1259
24285977,101756070,607,1975,JIM HOLT,8,124,47,1974,1252
17105184,101752430,243,1975,JIM KAAT,8,247,110,1974,1255
24227228,101753390,339,1975,JIM FREGOSI,8,158,69,1974,1241
22337810,101755940,594,1975,JIM FULLER,9,88,11,1974,1243
16148452,101754290,429,1975,JIM DWYER,8,156,85,1974,1235
19609015,101753050,305,1975,JIM COLBORN,8,181,113,1974,1230
18733073,101751070,107,1975,JIM BARR,8,204,97,1974,1220
22568273,101756540,654,1975,JERRY TERRELL,8,140,52,1974,1205
15334385,101751550,155,1975,JIM BIBBY,9,145,17,1974,1223
22550649,101751630,163,1975,JIM BREWER,9,96,1,1974,1224
3706451,101755390,539,1975,JESSE JEFFERSON,8,144,60,1974,1211
25416328,101752530,253,1975,JESUS ALOU,8,139,24,1974,1213
22495251,101751240,124,1975,JERRY REUSS,8,261,107,1974,1200
22937035,101752820,282,1975,JERRY MORALES,8,164,76,1974,1193
22448807,101752710,271,1975,JERRY MOSES,9,118,14,1974,1194
22487531,101750190,19,1975,JERRY KOOSMAN,8.5,13,148,1974,1189
