card_year,card_num,card_stat_year,card_desc,card_notes,card_player_id
1977,149,1976,Mike Cubbage,,1801
1978,219,1977,Mike Cubbage,,1801
1979,362,1978,Mike Cubbage,,1801
1980,503,1979,Mike Cubbage,,1801
1981,657,1980,Mike Cubbage,,1801
1982,43,1981,Mike Cubbage,,1801
1970,590,1969,Mike Cuellar,,1802
1971,170,1970,Mike Cuellar,,1802
1972,70,1971,Mike Cuellar,,1802
1973,70,1972,Mike Cuellar,,1802
1974,560,1973,Mike Cuellar,,1802
1975,410,1974,Mike Cuellar,,1802
1976,285,1975,Mike Cuellar,,1802
1977,162,1976,Mike Cuellar,,1802
1981,364,1980,Mike Davis,,1803
1982,671,1981,Mike Davis,,1803
1984,558,1983,Mike Davis,,1803
1985,778,1984,Mike Davis,,1803
1986,165,1985,Mike Davis,,1803
1987,83,1986,Mike Davis,,1803
1989,277,1988,Mike Davis,,1803
1988,448,1987,Mike Davison,,1804
1987,469,1986,Mike Diaz,,1805
1988,567,1987,Mike Diaz,,1805
1989,142,1988,Mike Diaz,,1805
1989,309,1988,Mike Diaz,,1805
1985,395,1984,Mike Dunne,Team USA Baseball Card,1806
1988,619,1987,Mike Dunne,,1806
1989,165,1988,Mike Dunne,,1806
1990,576,1989,Mike Dyer,Rookie Card,1807
1980,194,1979,Mike Easler,,1808
1981,92,1980,Mike Easler,,1808
1982,235,1981,Mike Easler,,1808
1983,385,1982,Mike Easler,,1808
1984,589,1983,Mike Easler,,1808
1985,686,1984,Mike Easler,,1808
1986,477,1985,Mike Easler,,1808
1987,135,1986,Mike Easler,,1808
1988,741,1987,Mike Easler,,1808
1979,201,1978,Mike Edwards,Record Breaker,1809
1979,613,1978,Mike Edwards,Rookie Card,1809
1980,301,1979,Mike Edwards,,1809
1970,235,1969,Mike Epstein,,1810
1971,655,1970,Mike Epstein,,1810
1972,715,1971,Mike Epstein,,1810
1973,715,1972,Mike Epstein,,1810
1974,650,1973,Mike Epstein,,1810
1987,352,1986,Mike Felder,,1811
1988,718,1987,Mike Felder,,1811
1989,263,1988,Mike Felder,,1811
1972,613,1971,Mike Ferraro,,1812
1973,613,1972,Mike Ferraro,,1812
1990,14,1989,Mike Fetters,Rookie Card,1813
1970,709,1969,Mike Fiore,,1814
1971,287,1970,Mike Fiore,,1814
1972,199,1971,Mike Fiore,,1814
1973,199,1972,Mike Fiore,,1814
1983,182,1982,Mike Fischlin,,1815
1984,689,1983,Mike Fischlin,,1815
1985,41,1984,Mike Fischlin,,1815
1986,283,1985,Mike Fischlin,,1815
1987,434,1986,Mike Fischlin,,1815
1985,104,1984,Mike Fitzgerald,,1816
1986,503,1985,Mike Fitzgerald,,1816
1987,212,1986,Mike Fitzgerald,,1816
1989,23,1988,Mike Fitzgerald,,1816
1977,106,1976,Mike Flanagan,,1817
1978,341,1977,Mike Flanagan,,1817
1979,160,1978,Mike Flanagan,,1817
1980,640,1979,Mike Flanagan,,1817
1981,10,1980,Mike Flanagan,,1817
1982,520,1981,Mike Flanagan,,1817
1983,445,1982,Mike Flanagan,,1817
1984,295,1983,Mike Flanagan,,1817
1985,780,1984,Mike Flanagan,,1817
1986,365,1985,Mike Flanagan,,1817
1987,748,1986,Mike Flanagan,,1817
1988,623,1987,Mike Flanagan,,1817
1989,139,1988,Mike Flanagan,,1817
1986,304,1985,Mike Gallego,,1818
1988,702,1987,Mike Gallego,,1818
1989,102,1988,Mike Gallego,,1818
1975,584,1974,Mike Garman,,1819
1976,34,1975,Mike Garman,,1819
1977,302,1976,Mike Garman,,1819
1978,417,1977,Mike Garman,,1819
1979,181,1978,Mike Garman,,1819
1983,657,1982,Mike Gates,,1820
1987,259,1986,Mike Greenwell,Rookie Card,1821
1988,493,1987,Mike Greenwell,,1821
1989,402,1988,Mike Greenwell,All Star,1821
1989,630,1988,Mike Greenwell,,1821
1981,483,1980,Mike Griffin,,1822
1982,146,1981,Mike Griffin,,1822
1975,106,1974,Mike Hargrove,Rookie Card,1823
1976,485,1975,Mike Hargrove,,1823
1977,275,1976,Mike Hargrove,,1823
1978,172,1977,Mike Hargrove,,1823
1979,591,1978,Mike Hargrove,,1823
1980,308,1979,Mike Hargrove,,1823
1981,74,1980,Mike Hargrove,,1823
1982,310,1981,Mike Hargrove,,1823
1983,660,1982,Mike Hargrove,,1823
1984,764,1983,Mike Hargrove,,1823
1985,425,1984,Mike Hargrove,,1823
1986,136,1985,Mike Hargrove,,1823
1989,742,1988,Mike Harkey,Future Star,1824
1988,69,1987,Mike Hart,,1825
1980,687,1979,Mike Heath,,1826
1981,437,1980,Mike Heath,,1826
1982,318,1981,Mike Heath,,1826
1983,23,1982,Mike Heath,,1826
1984,567,1983,Mike Heath,,1826
1985,662,1984,Mike Heath,,1826
1986,148,1985,Mike Heath,,1826
1987,492,1986,Mike Heath,,1826
1988,237,1987,Mike Heath,,1826
1989,743,1988,Mike Heath,,1826
1970,187,1969,Mike Hedlund,,1827
1971,662,1970,Mike Hedlund,,1827
1972,81,1971,Mike Hedlund,,1827
1973,81,1972,Mike Hedlund,,1827
1970,111,1969,Mike Hegan,,1828
1971,415,1970,Mike Hegan,,1828
1972,632,1971,Mike Hegan,,1828
1973,632,1972,Mike Hegan,,1828
1974,517,1973,Mike Hegan,,1828
1975,99,1974,Mike Hegan,,1828
1976,377,1975,Mike Hegan,,1828
1977,507,1976,Mike Hegan,,1828
1988,582,1987,Mike Henneman,,1829
1989,365,1988,Mike Henneman,,1829
1970,596,1969,Mike Hershberger,,1830
1971,149,1970,Mike Hershberger,,1830
1976,134,1975,Mike Ivie,,1831
1977,325,1976,Mike Ivie,,1831
1978,445,1977,Mike Ivie,,1831
1979,538,1978,Mike Ivie,,1831
1980,62,1979,Mike Ivie,,1831
1981,236,1980,Mike Ivie,,1831
1982,734,1981,Mike Ivie,,1831
1983,613,1982,Mike Ivie,,1831
1985,303,1984,Mike Jeffcoat,,1832
1986,571,1985,Mike Jeffcoat,,1832
1985,244,1984,Mike Jones,,1833
1986,514,1985,Mike Jones,,1833
1971,596,1970,Mike Jorgensen,,1834
1972,16,1971,Mike Jorgensen,,1834
1973,16,1972,Mike Jorgensen,,1834
1974,549,1973,Mike Jorgensen,,1834
1975,286,1974,Mike Jorgensen,,1834
1976,117,1975,Mike Jorgensen,,1834
1977,368,1976,Mike Jorgensen,,1834
1978,406,1977,Mike Jorgensen,,1834
1979,22,1978,Mike Jorgensen,,1834
1980,213,1979,Mike Jorgensen,,1834
1981,698,1980,Mike Jorgensen,,1834
1982,566,1981,Mike Jorgensen,,1834
1983,107,1982,Mike Jorgensen,,1834
1984,313,1983,Mike Jorgensen,,1834
1985,783,1984,Mike Jorgensen,,1834
1986,422,1985,Mike Jorgensen,,1834
1970,536,1969,Mike Kekich,,1835
1971,703,1970,Mike Kekich,,1835
1972,138,1971,Mike Kekich,,1835
1973,138,1972,Mike Kekich,,1835
1974,199,1973,Mike Kekich,,1835
1976,582,1975,Mike Kekich,,1835
1981,429,1980,Mike Kelley,,1836
1970,424,1969,Mike Kilkenny,,1837
1971,86,1970,Mike Kilkenny,,1837
1972,337,1971,Mike Kilkenny,,1837
1973,337,1972,Mike Kilkenny,,1837
1987,203,1986,Mike Kingery,Rookie Card,1838
1988,532,1987,Mike Kingery,,1838
1989,413,1988,Mike Kingery,,1838
1978,17,1977,Mike Krukow,,1839
1979,592,1978,Mike Krukow,,1839
1980,431,1979,Mike Krukow,,1839
1981,176,1980,Mike Krukow,,1839
1982,215,1981,Mike Krukow,,1839
1983,331,1982,Mike Krukow,,1839
1984,633,1983,Mike Krukow,,1839
1985,74,1984,Mike Krukow,,1839
1986,752,1985,Mike Krukow,,1839
1987,580,1986,Mike Krukow,,1839
1988,445,1987,Mike Krukow,,1839
1989,125,1988,Mike Krukow,,1839
1980,199,1979,Mike LaCoss,,1840
1981,474,1980,Mike LaCoss,,1840
1982,294,1981,Mike LaCoss,,1840
1983,92,1982,Mike LaCoss,,1840
1984,507,1983,Mike LaCoss,,1840
1985,666,1984,Mike LaCoss,,1840
1986,359,1985,Mike LaCoss,,1840
1987,151,1986,Mike LaCoss,,1840
1988,754,1987,Mike LaCoss,,1840
1989,417,1988,Mike LaCoss,,1840
1987,321,1986,Mike Laga,,1841
1987,162,1986,Mike LaValliere,Rookie Card,1842
1988,539,1987,Mike LaValliere,,1842
1989,218,1988,Mike LaValliere,,1842
1987,126,1986,Mike Loynd,Rookie Card,1843
1988,319,1987,Mike Loynd,,1843
1970,367,1969,Mike Lum,,1844
1971,194,1970,Mike Lum,,1844
1972,641,1971,Mike Lum,,1844
1973,641,1972,Mike Lum,,1844
1974,227,1973,Mike Lum,,1844
1975,154,1974,Mike Lum,,1844
1976,208,1975,Mike Lum,,1844
1977,601,1976,Mike Lum,,1844
1978,326,1977,Mike Lum,,1844
1979,556,1978,Mike Lum,,1844
1980,7,1979,Mike Lum,,1844
1981,457,1980,Mike Lum,,1844
1982,732,1981,Mike Lum,,1844
1989,479,1988,Mike Macfarlane,,1845
1984,127,1983,Mike Madden,,1846
1985,479,1984,Mike Madden,,1846
1986,691,1985,Mike Madden,,1846
1987,553,1986,Mike Maddux,Rookie Card,1847
1988,756,1987,Mike Maddux,,1847
1989,39,1988,Mike Maddux,,1847
1971,713,1970,Mike Marshall,,1848
1972,505,1971,Mike Marshall,,1848
1973,505,1972,Mike Marshall,,1848
1974,73,1973,Mike Marshall,,1848
1975,6,1974,Mike Marshall,'74 Highlights,1848
1975,330,1974,Mike Marshall,,1848
1976,465,1975,Mike Marshall,,1849
1977,263,1976,Mike Marshall,,1848
1983,324,1982,Mike Marshall,,1849
1984,634,1983,Mike Marshall,,1849
1985,85,1984,Mike Marshall,,1849
1986,728,1985,Mike Marshall,,1849
1987,664,1986,Mike Marshall,,1849
1988,249,1987,Mike Marshall,,1849
1989,582,1988,Mike Marshall,,1849
1985,464,1984,Mike Mason,,1850
1986,189,1985,Mike Mason,,1850
1987,646,1986,Mike Mason,,1850
1988,87,1987,Mike Mason,,1850
1970,337,1969,Mike McCormick,,1851
1971,438,1970,Mike McCormick,,1851
1972,682,1971,Mike McCormick,,1851
1973,682,1972,Mike McCormick,,1851
1971,8,1970,Mike McQueen,,1852
1972,214,1971,Mike McQueen,,1852
1973,214,1972,Mike McQueen,,1852
1976,387,1975,Mike Miley,Rookie Card,1853
1977,257,1976,Mike Miley,,1853
1983,209,1982,Mike Moore,,1854
1984,547,1983,Mike Moore,,1854
1985,279,1984,Mike Moore,1981 First Draft Pick,1854
1985,373,1984,Mike Moore,,1854
1986,646,1985,Mike Moore,,1854
1987,727,1986,Mike Moore,,1854
1988,432,1987,Mike Moore,,1854
1989,28,1988,Mike Moore,,1854
1983,203,1982,Mike Morgan,,1855
1984,423,1983,Mike Morgan,,1855
1986,152,1985,Mike Morgan,,1855
1987,546,1986,Mike Morgan,,1855
1988,32,1987,Mike Morgan,,1855
1989,788,1988,Mike Morgan,,1855
1970,39,1969,Mike Nagy,Rookie Card,1856
1971,363,1970,Mike Nagy,,1856
1972,488,1971,Mike Nagy,,1856
1973,488,1972,Mike Nagy,,1856
1976,653,1975,Mike Norris,,1857
1977,284,1976,Mike Norris,,1857
1978,434,1977,Mike Norris,,1857
1979,191,1978,Mike Norris,,1857
1980,599,1979,Mike Norris,,1857
1981,55,1980,Mike Norris,,1857
1982,370,1981,Mike Norris,,1857
1983,620,1982,Mike Norris,,1857
1984,493,1983,Mike Norris,,1857
1985,246,1984,Mike Norris,,1857
1982,562,1981,Mike O'Berry,,1858
1984,184,1983,Mike O'Berry,,1858
1985,638,1984,Mike Pagliarulo,,1859
1986,327,1985,Mike Pagliarulo,,1859
1987,195,1986,Mike Pagliarulo,,1859
1988,435,1987,Mike Pagliarulo,,1859
1989,211,1988,Mike Pagliarulo,,1859
1979,576,1978,Mike Parrott,Rookie Card,1860
1980,443,1979,Mike Parrott,,1860
1981,187,1980,Mike Parrott,,1860
1982,358,1981,Mike Parrott,,1860
1970,582,1969,Mike Paul,,1861
1971,454,1970,Mike Paul,,1861
1972,577,1971,Mike Paul,,1861
1973,577,1972,Mike Paul,,1861
1974,399,1973,Mike Paul,,1861
1978,216,1977,Mike Paxton,Rookie Card,1862
1979,122,1978,Mike Paxton,,1862
1980,388,1979,Mike Paxton,,1862
1977,643,1976,Mike Pazik,,1863
1974,533,1973,Mike Phillips,Rookie Card,1864
1975,642,1974,Mike Phillips,,1864
1976,93,1975,Mike Phillips,,1864
1977,352,1976,Mike Phillips,,1864
1978,88,1977,Mike Phillips,,1864
1979,258,1978,Mike Phillips,,1864
1980,439,1979,Mike Phillips,,1864
1981,113,1980,Mike Phillips,,1864
1982,762,1981,Mike Phillips,,1864
1979,514,1978,Mike Proly,Rookie Card,1865
1980,399,1979,Mike Proly,,1865
1981,83,1980,Mike Proly,,1865
1982,183,1981,Mike Proly,,1865
1983,597,1982,Mike Proly,,1865
1984,437,1983,Mike Proly,,1865
1981,366,1980,Mike Ramsey,,1866
1982,574,1981,Mike Ramsey,,1866
1983,128,1982,Mike Ramsey,,1866
1984,467,1983,Mike Ramsey,,1866
1985,62,1984,Mike Ramsey,,1866
1983,371,1982,Mike Richardt,,1867
1984,641,1983,Mike Richardt,,1867
1974,492,1973,Mike Rogodzinski,Rookie Card,1868
1970,591,1969,Mike Ryan,,1869
1971,533,1970,Mike Ryan,,1870
1972,324,1971,Mike Ryan,,1869
1973,324,1972,Mike Ryan,,1869
1974,564,1973,Mike Ryan,,1869
1974,577,1973,Mike Sadek,Rookie Card,1871
1976,234,1975,Mike Sadek,,1871
1977,129,1976,Mike Sadek,,1871
1978,8,1977,Mike Sadek,,1871
1979,256,1978,Mike Sadek,,1871
1980,462,1979,Mike Sadek,,1871
1981,384,1980,Mike Sadek,,1871
1974,283,1973,Mike Schmidt,,1872
1975,70,1974,Mike Schmidt,,1872
1976,480,1975,Mike Schmidt,,1872
1977,140,1976,Mike Schmidt,,1872
1978,360,1977,Mike Schmidt,,1872
1979,610,1978,Mike Schmidt,,1872
1980,270,1979,Mike Schmidt,,1872
1981,206,1980,Mike Schmidt,Record Breaker,1872
1981,540,1980,Mike Schmidt,,1872
1982,100,1981,Mike Schmidt,,1872
1982,101,1981,Mike Schmidt,In Action,1872
1982,339,1981,Mike Schmidt,National League All-Star,1872
1983,300,1982,Mike Schmidt,,1872
1983,301,1982,Mike Schmidt,Super Veteran,1872
1983,399,1982,Mike Schmidt,All-Star Card,1872
1984,388,1983,Mike Schmidt,All-Star,1872
1984,700,1983,Mike Schmidt,,1872
1985,500,1984,Mike Schmidt,,1872
1985,714,1984,Mike Schmidt,All-Star Card,1872
1986,200,1985,Mike Schmidt,,1872
1987,430,1986,Mike Schmidt,,1872
1987,597,1986,Mike Schmidt,All-Star Card,1872
1988,600,1987,Mike Schmidt,,1872
1989,100,1988,Mike Schmidt,,1872
1989,489,1988,Mike Schmidt,Phillies Leaders,1872
1989,199,1988,Mike Schooler,,1873
1982,642,1981,Mike Scioscia,,1874
1983,352,1982,Mike Scioscia,,1874
1984,64,1983,Mike Scioscia,,1874
1985,549,1984,Mike Scioscia,,1874
1986,468,1985,Mike Scioscia,,1874
1987,144,1986,Mike Scioscia,,1874
1988,225,1987,Mike Scioscia,,1874
1989,755,1988,Mike Scioscia,,1874
1981,109,1980,Mike Scott,,1875
1982,432,1981,Mike Scott,,1875
1983,679,1982,Mike Scott,,1875
1984,559,1983,Mike Scott,,1875
1985,17,1984,Mike Scott,,1875
1986,268,1985,Mike Scott,,1875
1987,330,1986,Mike Scott,,1875
1988,760,1987,Mike Scott,,1875
1989,180,1988,Mike Scott,,1875
1970,614,1969,Mike Shannon,,1876
1971,735,1970,Mike Shannon,,1876
1990,249,1989,Mike Smith,Rookie Card,1877
1984,89,1983,Mike Smithson,,1878
1985,483,1984,Mike Smithson,,1878
1986,695,1985,Mike Smithson,,1878
1987,225,1986,Mike Smithson,,1878
1988,554,1987,Mike Smithson,,1878
1989,377,1988,Mike Smithson,,1878
1980,466,1979,Mike Squires,,1879
1981,292,1980,Mike Squires,,1879
1982,398,1981,Mike Squires,,1879
1983,669,1982,Mike Squires,,1879
1984,72,1983,Mike Squires,,1879
1985,543,1984,Mike Squires,,1879
1988,219,1987,Mike Stanley,,1880
1989,587,1988,Mike Stanley,,1880
1982,473,1981,Mike Stanton,,1881
1983,159,1982,Mike Stanton,,1881
1984,694,1983,Mike Stanton,,1881
1985,256,1984,Mike Stanton,,1881
1990,694,1989,Mike Stanton,Rookie Card,1882
1985,658,1984,Mike Stenhouse,,1883
1986,17,1985,Mike Stenhouse,,1883
1976,536,1975,Mike Thompson,,1884
1970,312,1969,Mike Torrez,,1885
1971,531,1970,Mike Torrez,,1885
1974,568,1973,Mike Torrez,,1885
1975,254,1974,Mike Torrez,,1885
1976,25,1975,Mike Torrez,,1885
1977,365,1976,Mike Torrez,,1885
1978,645,1977,Mike Torrez,,1885
1979,185,1978,Mike Torrez,,1885
1980,455,1979,Mike Torrez,,1885
1981,525,1980,Mike Torrez,,1885
1982,225,1981,Mike Torrez,,1885
1983,743,1982,Mike Torrez,,1885
1984,78,1983,Mike Torrez,,1885
1986,687,1985,Mike Trujillo,,1886
1987,402,1986,Mike Trujillo,,1886
1988,307,1987,Mike Trujillo,,1886
1974,655,1973,Mike Tyson,,1887
1975,231,1974,Mike Tyson,,1887
1976,86,1975,Mike Tyson,,1887
1977,599,1976,Mike Tyson,,1887
1978,111,1977,Mike Tyson,,1887
1979,324,1978,Mike Tyson,,1887
1980,486,1979,Mike Tyson,,1887
1981,294,1980,Mike Tyson,,1887
1982,62,1981,Mike Tyson,,1887
1976,655,1975,Mike Vail,,1888
1977,246,1976,Mike Vail,,1888
1978,69,1977,Mike Vail,,1888
1979,663,1978,Mike Vail,,1888
1980,343,1979,Mike Vail,,1888
1981,471,1980,Mike Vail,,1888
1982,194,1981,Mike Vail,,1888
1983,554,1982,Mike Vail,,1888
1984,766,1983,Mike Vail,,1888
1975,401,1974,Mike Wallace,,1889
1977,539,1976,Mike Wallace,,1889
1984,673,1983,Mike Walters,,1890
1985,187,1984,Mike Walters,,1890
1984,338,1983,Mike Warren,,1891
1985,197,1984,Mike Warren,,1891
1970,193,1969,Mike Wegener,,1892
1971,608,1970,Mike Wegener,,1892
1978,293,1977,Mike Willis,,1893
1979,688,1978,Mike Willis,,1893
1981,324,1980,Mike Willis,,1893
1982,744,1981,Mike Witt,Rookie Card,1894
1983,53,1982,Mike Witt,,1894
1984,499,1983,Mike Witt,,1894
1985,309,1984,Mike Witt,,1894
1987,760,1986,Mike Witt,,1894
1988,270,1987,Mike Witt,,1894
1989,190,1988,Mike Witt,,1894
1987,286,1986,Mike Woodard,,1895
1985,173,1984,Mike Young,,1896
1986,548,1985,Mike Young,,1896
1987,309,1986,Mike Young,,1896
1988,11,1987,Mike Young,,1896
1989,731,1988,Mike Young,,1896
1972,247,1971,Milt May,,1897
1973,247,1972,Milt May,,1897
1974,293,1973,Milt May,,1897
1975,279,1974,Milt May,,1897
1976,532,1975,Milt May,,1897
1977,98,1976,Milt May,,1897
1978,176,1977,Milt May,,1897
1979,316,1978,Milt May,,1897
1980,647,1979,Milt May,,1897
1981,463,1980,Milt May,,1897
1982,242,1981,Milt May,,1897
1983,84,1982,Milt May,,1897
1984,788,1983,Milt May,,1897
1985,509,1984,Milt May,,1897
1970,576,1969,Milt Pappas,,1898
1971,441,1970,Milt Pappas,,1898
1972,208,1971,Milt Pappas,,1898
1973,208,1972,Milt Pappas,,1898
1974,640,1973,Milt Pappas,,1898
1971,702,1970,Milt Ramirez,Rookie Card,1899
1986,517,1985,Milt Thompson,Rookie Card,1900
1987,409,1986,Milt Thompson,,1900
1988,298,1987,Milt Thompson,,1900
1989,128,1988,Milt Thompson,,1900
1972,399,1971,Milt Wilcox,,1901
1973,399,1972,Milt Wilcox,,1901
1974,565,1973,Milt Wilcox,,1901
1975,14,1974,Milt Wilcox,,1901
1978,151,1977,Milt Wilcox,,1901
1979,288,1978,Milt Wilcox,,1901
1980,392,1979,Milt Wilcox,,1901
1981,658,1980,Milt Wilcox,,1901
1982,784,1981,Milt Wilcox,,1901
1983,457,1982,Milt Wilcox,,1901
1984,588,1983,Milt Wilcox,,1901
1985,99,1984,Milt Wilcox,,1901
1986,192,1985,Milt Wilcox,,1901
1977,232,1976,Minnie Minoso,Record Breaker Card,1902
1986,629,1985,Mitch Webster,,1903
1987,442,1986,Mitch Webster,,1903
1988,138,1987,Mitch Webster,,1903
1989,36,1988,Mitch Webster,,1903
1987,291,1986,Mitch Williams,Rookie Card,1904
1988,26,1987,Mitch Williams,,1904
1989,411,1988,Mitch Williams,,1904
1978,55,1977,Mitchell Page,Rookie Card,1905
1979,295,1978,Mitchell Page,,1905
1980,586,1979,Mitchell Page,,1905
1981,35,1980,Mitchell Page,,1905
1982,633,1981,Mitchell Page,,1905
1983,737,1982,Mitchell Page,,1905
1984,414,1983,Mitchell Page,,1905
1970,653,1969,Moe Drabowsky,,1906
1971,685,1970,Moe Drabowsky,,1906
1972,627,1971,Moe Drabowsky,,1906
1973,627,1972,Moe Drabowsky,,1906
1989,177,1988,Monty Fariss,#1 Draft Pick,1907
1982,143,1981,Mookie Wilson,,1908
1983,55,1982,Mookie Wilson,,1908
1984,465,1983,Mookie Wilson,,1908
1985,775,1984,Mookie Wilson,,1908
1986,126,1985,Mookie Wilson,Mets Leaders,1908
1986,315,1985,Mookie Wilson,,1908
1987,625,1986,Mookie Wilson,,1908
1988,255,1987,Mookie Wilson,,1908
1989,545,1988,Mookie Wilson,,1908
1978,649,1977,Moose Haas,Rookie Card,1909
1979,448,1978,Moose Haas,,1909
1980,181,1979,Moose Haas,,1909
1981,327,1980,Moose Haas,,1909
1982,12,1981,Moose Haas,,1909
1983,503,1982,Moose Haas,,1909
1984,271,1983,Moose Haas,,1909
1985,151,1984,Moose Haas,,1909
1986,759,1985,Moose Haas,,1909
1987,413,1986,Moose Haas,,1909
1988,606,1987,Moose Haas,,1909
1989,444,1988,Moose Stubing,,1910
1975,632,1974,Morris Nettles,Rookie Card,1911
1976,434,1975,Morris Nettles,,1911
1972,111,1971,Mudcat Grant,Jim Grant on Card,1912
1973,111,1972,Mudcat Grant,Jim Grant on Card,1912
1970,11,1969,Nate Colbert,,1913
1971,235,1970,Nate Colbert,,1913
1972,571,1971,Nate Colbert,,1913
1972,572,1971,Nate Colbert,In Action,1913
1973,571,1972,Nate Colbert,,1913
1973,572,1972,Nate Colbert,In Action,1913
1974,125,1973,Nate Colbert,,1913
1975,599,1974,Nate Colbert,,1913
1976,495,1975,Nate Colbert,,1913
1977,433,1976,Nate Colbert,Turn Back the Clock Card,1913
1970,223,1969,Nate Oliver,,1914
1986,521,1985,Nate Snell,,1915
1987,86,1986,Nate Snell,,1915
1988,765,1987,Neal Heaton,,1916
1989,197,1988,Neal Heaton,,1916
1982,542,1981,Ned Yost,,1917
1983,297,1982,Ned Yost,,1917
1984,107,1983,Ned Yost,,1917
1985,777,1984,Ned Yost,,1917
1980,94,1979,Neil Allen,Rookie Card,1918
1981,322,1980,Neil Allen,,1918
1982,205,1981,Neil Allen,,1918
1983,575,1982,Neil Allen,,1918
1984,435,1983,Neil Allen,,1918
1985,731,1984,Neil Allen,,1918
1986,663,1985,Neil Allen,,1918
1987,113,1986,Neil Allen,,1918
1988,384,1987,Neil Allen,,1918
1989,61,1988,Neil Allen,,1918
1970,435,1969,Nelson Briles,,1919
1971,257,1970,Nelson Briles,,1919
1972,227,1971,Nelson Briles,World Series Game 5,1919
1972,605,1971,Nelson Briles,,1919
1973,227,1972,Nelson Briles,World Series Game 5,1919
1973,605,1972,Nelson Briles,,1919
1974,123,1973,Nelson Briles,,1919
1975,495,1974,Nelson Briles,,1919
1976,569,1975,Nelson Briles,,1919
1977,174,1976,Nelson Briles,,1919
1978,717,1977,Nelson Briles,,1919
1979,262,1978,Nelson Briles,,1919
1988,205,1987,Nelson Liriano,,1920
1989,776,1988,Nelson Liriano,,1920
1980,518,1979,Nelson Norman,Rookie Card,1921
1989,228,1988,Nelson Santovenia,,1922
1986,121,1985,Nelson Simmons,,1923
1984,192,1983,Nick Esasky,,1924
1985,779,1984,Nick Esasky,,1924
1986,677,1985,Nick Esasky,,1924
1987,13,1986,Nick Esasky,,1924
1988,364,1987,Nick Esasky,,1924
1989,554,1988,Nick Esasky,,1924
1977,376,1976,Nino Espinosa,,1925
1978,197,1977,Nino Espinosa,,1925
1979,566,1978,Nino Espinosa,,1925
1980,447,1979,Nino Espinosa,,1925
1981,405,1980,Nino Espinosa,,1925
1970,197,1969,Nolan Ryan,,1926
1970,712,1969,Nolan Ryan,,1926
1971,513,1970,Nolan Ryan,,1926
1972,595,1971,Nolan Ryan,,1926
1973,595,1972,Nolan Ryan,,1926
1974,20,1973,Nolan Ryan,,1926
1975,5,1974,Nolan Ryan,'74 Highlights,1926
1975,500,1974,Nolan Ryan,,1926
1976,330,1975,Nolan Ryan,,1926
1977,234,1976,Nolan Ryan,Record Breaker Card,1926
1977,650,1976,Nolan Ryan,,1926
1978,6,1977,Nolan Ryan,'77 Record Breaker Card,1926
1978,400,1977,Nolan Ryan,,1926
1979,115,1978,Nolan Ryan,,1926
1980,580,1979,Nolan Ryan,,1926
1981,240,1980,Nolan Ryan,,1926
1982,5,1981,Nolan Ryan,1981 Highlights,1926
1982,90,1981,Nolan Ryan,,1926
1983,360,1982,Nolan Ryan,,1926
1983,361,1982,Nolan Ryan,Super Veteran,1926
1984,470,1983,Nolan Ryan,,1926
1985,7,1984,Nolan Ryan,Record Breaker Card,1926
1985,760,1984,Nolan Ryan,,1926
1986,100,1985,Nolan Ryan,,1926
1987,757,1986,Nolan Ryan,,1926
1988,6,1987,Nolan Ryan,Record Breaker,1926
1988,250,1987,Nolan Ryan,,1926
1988,661,1987,Nolan Ryan,Turn Back the Clock 1983,1926
1989,530,1988,Nolan Ryan,,1926
1970,611,1969,Norm Cash,,1927
1971,599,1970,Norm Cash,,1927
1972,150,1971,Norm Cash,,1927
1973,150,1972,Norm Cash,,1927
1974,367,1973,Norm Cash,,1927
1989,737,1988,Norm Charlton,,1928
1970,619,1969,Norm Miller,,1929
1971,18,1970,Norm Miller,,1929
1972,466,1971,Norm Miller,,1929
1973,466,1972,Norm Miller,,1929
1974,439,1973,Norm Miller,,1929
1977,34,1976,Norm Sherry,California Angels Team Checklist,
1976,258,1975,Nyls Nyman,,1930
1985,400,1984,Oddibe McDowell,Team USA Baseball Card,1931
1986,480,1985,Oddibe McDowell,,1931
1987,95,1986,Oddibe McDowell,,1931
1988,617,1987,Oddibe McDowell,,1931
1989,183,1988,Oddibe McDowell,,1931
1978,407,1977,Odell Jones,Rookie Card,1932
1980,342,1979,Odell Jones,,1932
1984,734,1983,Odell Jones,,1932
1985,116,1984,Oil Can Boyd,,1933
1986,605,1985,Oil Can Boyd,,1933
1987,285,1986,Oil Can Boyd,Dennis on Card,1933
1988,704,1987,Oil Can Boyd,Dennis Boyd on Card,1933
1989,326,1988,Oil Can Boyd,Dennis Boyd on Card,1933
1970,130,1969,Ollie Brown,,1934
1971,505,1970,Ollie Brown,,1934
1972,551,1971,Ollie Brown,,1934
1972,552,1971,Ollie Brown,In Action,1934
1973,551,1972,Ollie Brown,,1934
1973,552,1972,Ollie Brown,In Action,1934
1974,625,1973,Ollie Brown,,1934
1975,596,1974,Ollie Brown,,1934
1976,223,1975,Ollie Brown,,1934
1977,84,1976,Ollie Brown,,1934
1977,104,1976,Omar Moreno,Rookie Card,1935
1978,283,1977,Omar Moreno,,1935
1979,607,1978,Omar Moreno,,1935
1980,165,1979,Omar Moreno,,1935
1981,535,1980,Omar Moreno,,1935
1982,395,1981,Omar Moreno,,1935
1983,485,1982,Omar Moreno,,1935
