card_year,card_num,card_stat_year,card_desc,card_notes,card_player_id
1985,498,1984,Ed Romero,,810
1986,317,1985,Ed Romero,,810
1987,675,1986,Ed Romero,,810
1988,37,1987,Ed Romero,,810
1970,718,1969,Ed Spiezio,,811
1971,6,1970,Ed Spiezio,,811
1972,504,1971,Ed Spiezio,,811
1973,504,1972,Ed Spiezio,,811
1972,121,1971,Ed Sprague,,812
1973,121,1972,Ed Sprague,,812
1975,76,1974,Ed Sprague,,812
1970,506,1969,Ed Stroud,,813
1971,217,1970,Ed Stroud,,813
1983,183,1982,Ed Vande Berg,,814
1984,63,1983,Ed Vande Berg,,814
1985,566,1984,Ed Vande Berg,,814
1986,357,1985,Ed Vande Berg,,814
1987,717,1986,Ed Vande Berg,,814
1988,421,1987,Ed Vande Berg,,814
1989,242,1988,Ed Vande Berg,,814
1990,111,1989,Ed Whited,Rookie Card,815
1979,189,1978,Ed Whitson,Rookie Card,816
1980,561,1979,Ed Whitson,,816
1981,336,1980,Ed Whitson,,816
1982,656,1981,Ed Whitson,,816
1983,429,1982,Ed Whitson,,816
1984,277,1983,Ed Whitson,,816
1985,762,1984,Ed Whitson,,816
1986,15,1985,Ed Whitson,,816
1987,155,1986,Ed Whitson,Eddie on Card,816
1988,330,1987,Ed Whitson,,816
1989,516,1988,Ed Whitson,,816
1986,211,1985,Ed Wojna,,817
1987,88,1986,Ed Wojna,,817
1974,592,1973,Eddie Bane,Rookie Card,818
1977,486,1976,Eddie Bane,,818
1970,156,1969,Eddie Fisher,,819
1971,631,1970,Eddie Fisher,,819
1972,689,1971,Eddie Fisher,,819
1973,689,1972,Eddie Fisher,,819
1970,489,1969,Eddie Kasko,,820
1971,31,1970,Eddie Kasko,Manager,820
1972,218,1971,Eddie Kasko,Manager Card,820
1973,218,1972,Eddie Kasko,Manager Card,820
1970,292,1969,Eddie Leon,Rookie Card,821
1971,252,1970,Eddie Leon,,821
1972,721,1971,Eddie Leon,,821
1973,721,1972,Eddie Leon,,821
1974,501,1973,Eddie Leon,,821
1975,528,1974,Eddie Leon,,821
1982,451,1981,Eddie Miller,,822
1983,449,1982,Eddie Milner,Rookie Card,823
1984,34,1983,Eddie Milner,,823
1985,198,1984,Eddie Milner,,823
1986,544,1985,Eddie Milner,,823
1987,253,1986,Eddie Milner,,823
1988,677,1987,Eddie Milner,,823
1978,36,1977,Eddie Murray,Rookie Card,824
1979,640,1978,Eddie Murray,,824
1980,160,1979,Eddie Murray,,824
1981,490,1980,Eddie Murray,,824
1982,390,1981,Eddie Murray,,824
1983,530,1982,Eddie Murray,,824
1984,240,1983,Eddie Murray,,824
1984,397,1983,Eddie Murray,All-Star,824
1985,700,1984,Eddie Murray,,824
1985,701,1984,Eddie Murray,All-Star Card,824
1986,30,1985,Eddie Murray,,824
1987,120,1986,Eddie Murray,,824
1988,4,1987,Eddie Murray,Record Breaker,824
1988,495,1987,Eddie Murray,,824
1989,625,1988,Eddie Murray,,824
1978,598,1977,Eddie Solomon,,825
1979,156,1978,Eddie Solomon,Buddy Solomon on Card / Rookie Card,825
1981,298,1980,Eddie Solomon,Buddy Solomon on Card,825
1982,73,1981,Eddie Solomon,,825
1970,497,1969,Eddie Watt,,826
1971,122,1970,Eddie Watt,,826
1972,128,1971,Eddie Watt,,826
1973,128,1972,Eddie Watt,,826
1974,534,1973,Eddie Watt,,826
1975,374,1974,Eddie Watt,,826
1988,758,1987,Eddie Williams,,827
1974,171,1973,Eduardo Rodriguez,Rookie Card,828
1975,582,1974,Eduardo Rodriguez,,828
1976,92,1975,Eduardo Rodriguez,,828
1977,361,1976,Eduardo Rodriguez,,828
1978,623,1977,Eduardo Rodriguez,,828
1979,108,1978,Eduardo Rodriguez,,828
1980,273,1979,Eduardo Rodriguez,,828
1985,34,1984,Edwin Nunez,,829
1986,511,1985,Edwin Nunez,,829
1987,427,1986,Edwin Nunez,Ed on Card,829
1988,258,1987,Edwin Nunez,,829
1974,54,1973,Elias Sosa,,830
1975,398,1974,Elias Sosa,,830
1976,364,1975,Elias Sosa,,830
1977,558,1976,Elias Sosa,,830
1978,694,1977,Elias Sosa,,830
1979,78,1978,Elias Sosa,,830
1980,293,1979,Elias Sosa,,830
1981,181,1980,Elias Sosa,,830
1982,414,1981,Elias Sosa,,830
1983,753,1982,Elias Sosa,,830
1984,503,1983,Elias Sosa,,830
1970,528,1969,Ellie Hendricks,,831
1971,219,1970,Ellie Hendricks,Elrod Hendricks on Card,831
1972,508,1971,Ellie Hendricks,,831
1973,508,1972,Ellie Hendricks,,831
1975,609,1974,Ellie Hendricks,,831
1976,371,1975,Ellie Hendricks,,831
1970,402,1969,Ellie Rodriguez,,832
1971,344,1970,Ellie Rodriguez,,832
1972,421,1971,Ellie Rodriguez,,832
1973,421,1972,Ellie Rodriguez,,832
1974,405,1973,Ellie Rodriguez,,832
1975,285,1974,Ellie Rodriguez,,832
1976,512,1975,Ellie Rodriguez,,832
1977,448,1976,Ellie Rodriguez,,832
1971,11,1970,Elliott Maddox,Rookie Card,833
1972,277,1971,Elliott Maddox,,833
1973,277,1972,Elliott Maddox,,833
1974,401,1973,Elliott Maddox,,833
1975,113,1974,Elliott Maddox,,833
1976,503,1975,Elliott Maddox,,833
1977,332,1976,Elliott Maddox,,833
1978,442,1977,Elliott Maddox,,833
1979,69,1978,Elliott Maddox,,833
1980,707,1979,Elliott Maddox,,833
1981,299,1980,Elliott Maddox,,833
1988,269,1987,Ellis Burks,,834
1989,785,1988,Ellis Burks,,834
1977,52,1976,Ellis Valentine,,835
1978,185,1977,Ellis Valentine,,835
1979,535,1978,Ellis Valentine,,835
1980,395,1979,Ellis Valentine,,835
1981,445,1980,Ellis Valentine,,835
1982,15,1981,Ellis Valentine,,835
1983,653,1982,Ellis Valentine,,835
1984,236,1983,Ellis Valentine,,835
1975,247,1974,Enos Cabell,,836
1976,404,1975,Enos Cabell,,836
1977,567,1976,Enos Cabell,,836
1978,132,1977,Enos Cabell,,836
1979,515,1978,Enos Cabell,,836
1980,385,1979,Enos Cabell,,836
1981,45,1980,Enos Cabell,,836
1982,627,1981,Enos Cabell,,836
1983,225,1982,Enos Cabell,,836
1984,482,1983,Enos Cabell,,836
1985,786,1984,Enos Cabell,,836
1986,197,1985,Enos Cabell,,836
1987,509,1986,Enos Cabell,,836
1978,278,1977,Enrique Romo,Rookie Card,837
1979,548,1978,Enrique Romo,,837
1980,332,1979,Enrique Romo,,837
1981,28,1980,Enrique Romo,,837
1982,106,1981,Enrique Romo,,837
1983,226,1982,Enrique Romo,,837
1972,7,1971,Enzo Hernandez,,838
1973,7,1972,Enzo Hernandez,,838
1974,572,1973,Enzo Hernandez,,838
1975,84,1974,Enzo Hernandez,,838
1976,289,1975,Enzo Hernandez,,838
1977,522,1976,Enzo Hernandez,,838
1990,608,1989,Eric Anthony,Rookie Card,839
1988,383,1987,Eric Bell,,840
1985,627,1984,Eric Davis,,841
1986,28,1985,Eric Davis,,841
1987,412,1986,Eric Davis,,841
1988,150,1987,Eric Davis,,841
1989,111,1988,Eric Davis,Reds Leaders,841
1989,330,1988,Eric Davis,,841
1987,36,1986,Eric King,Rookie Card,842
1988,499,1987,Eric King,,842
1989,238,1988,Eric King,,842
1988,694,1987,Eric Nolte,,843
1987,587,1986,Eric Plunk,,844
1988,173,1987,Eric Plunk,,844
1989,448,1988,Eric Plunk,,844
1976,484,1975,Eric Raich,Rookie Card,845
1977,62,1976,Eric Raich,,845
1976,182,1975,Eric Rasmussen,,846
1977,404,1976,Eric Rasmussen,Rookie Card,846
1978,281,1977,Eric Rasmussen,,846
1979,57,1978,Eric Rasmussen,,846
1980,531,1979,Eric Rasmussen,,846
1981,342,1980,Eric Rasmussen,,846
1983,594,1982,Eric Rasmussen,,846
1984,724,1983,Eric Rasmussen,,846
1983,68,1982,Eric Show,,847
1984,532,1983,Eric Show,,847
1985,118,1984,Eric Show,,847
1986,762,1985,Eric Show,,847
1987,730,1986,Eric Show,,847
1988,303,1987,Eric Show,,847
1989,427,1988,Eric Show,,847
1974,503,1973,Eric Soderholm,,848
1975,54,1974,Eric Soderholm,,848
1976,214,1975,Eric Soderholm,,848
1977,273,1976,Eric Soderholm,,848
1978,602,1977,Eric Soderholm,,848
1979,186,1978,Eric Soderholm,,848
1980,441,1979,Eric Soderholm,,848
1981,383,1980,Eric Soderholm,,848
1980,511,1979,Eric Wilkins,Rookie Card,849
1981,99,1980,Eric Wilkins,,849
1990,309,1989,Eric Yelding,Rookie Card,850
1986,398,1985,Ernest Riles,,851
1987,523,1986,Ernest Riles,,851
1988,88,1987,Ernest Riles,,851
1989,676,1988,Ernest Riles,,851
1970,630,1969,Ernie Banks,,852
1971,525,1970,Ernie Banks,,852
1985,739,1984,Ernie Camacho,,853
1986,509,1985,Ernie Camacho,,853
1987,353,1986,Ernie Camacho,,853
1972,58,1971,Ernie McAnally,,854
1973,58,1972,Ernie McAnally,,854
1974,322,1973,Ernie McAnally,,854
1975,318,1974,Ernie McAnally,,854
1981,407,1980,Ernie Whitt,,855
1982,19,1981,Ernie Whitt,,855
1983,302,1982,Ernie Whitt,,855
1984,506,1983,Ernie Whitt,,855
1985,128,1984,Ernie Whitt,,855
1986,673,1985,Ernie Whitt,,855
1987,698,1986,Ernie Whitt,,855
1988,79,1987,Ernie Whitt,,855
1989,289,1988,Ernie Whitt,,855
1970,434,1969,Felipe Alou,,856
1971,495,1970,Felipe Alou,,856
1972,263,1971,Felipe Alou,,856
1973,263,1972,Felipe Alou,,856
1974,485,1973,Felipe Alou,,856
1988,547,1987,Felix Fermin,,857
1989,303,1988,Felix Fermin,,857
1970,452,1969,Felix Millan,All-Star Card,858
1970,710,1969,Felix Millan,,858
1971,81,1970,Felix Millan,,858
1972,540,1971,Felix Millan,,858
1973,540,1972,Felix Millan,,858
1974,132,1973,Felix Millan,,858
1975,445,1974,Felix Millan,,858
1976,245,1975,Felix Millan,,858
1977,605,1976,Felix Millan,,858
1978,505,1977,Felix Millan,,858
1970,240,1969,Fergie Jenkins,,859
1971,280,1970,Fergie Jenkins,,859
1972,410,1971,Fergie Jenkins,,859
1973,410,1972,Fergie Jenkins,,859
1974,87,1973,Fergie Jenkins,,859
1975,60,1974,Fergie Jenkins,,859
1976,250,1975,Fergie Jenkins,,859
1977,430,1976,Fergie Jenkins,,859
1978,720,1977,Fergie Jenkins,,859
1979,544,1978,Fergie Jenkins,,859
1980,390,1979,Fergie Jenkins,,859
1981,158,1980,Fergie Jenkins,,859
1982,624,1981,Fergie Jenkins,,859
1983,230,1982,Fergie Jenkins,,859
1983,231,1982,Fergie Jenkins,Super Veteran,859
1984,483,1983,Fergie Jenkins,,859
1976,614,1975,Fernando Arroyo,Rookie Card,860
1978,607,1977,Fernando Arroyo,,860
1981,408,1980,Fernando Arroyo,,860
1982,18,1981,Fernando Arroyo,,860
1974,649,1973,Fernando Gonzalez,Rookie Card,861
1978,433,1977,Fernando Gonzalez,,861
1979,531,1978,Fernando Gonzalez,,861
1980,171,1979,Fernando Gonzalez,,861
1982,6,1981,Fernando Valenzuela,1981 Highlights,862
1982,345,1981,Fernando Valenzuela,National League All-Star,862
1982,510,1981,Fernando Valenzuela,,862
1983,40,1982,Fernando Valenzuela,,862
1984,220,1983,Fernando Valenzuela,,862
1985,440,1984,Fernando Valenzuela,,862
1986,207,1985,Fernando Valenzuela,Record Breaker Card,862
1986,401,1985,Fernando Valenzuela,Turn Back the Clock,862
1986,630,1985,Fernando Valenzuela,,862
1987,410,1986,Fernando Valenzuela,,862
1987,604,1986,Fernando Valenzuela,All-Star Card,862
1988,780,1987,Fernando Valenzuela,,862
1989,150,1988,Fernando Valenzuela,,862
1978,39,1977,Floyd Bannister,Rookie Card,863
1979,306,1978,Floyd Bannister,,863
1980,699,1979,Floyd Bannister,,863
1981,166,1980,Floyd Bannister,,863
1982,468,1981,Floyd Bannister,,863
1983,545,1982,Floyd Bannister,,863
1984,280,1983,Floyd Bannister,,863
1985,274,1984,Floyd Bannister,1976 First Draft Pick,863
1985,725,1984,Floyd Bannister,,863
1986,64,1985,Floyd Bannister,,863
1987,737,1986,Floyd Bannister,,863
1988,357,1987,Floyd Bannister,,863
1989,638,1988,Floyd Bannister,,863
1983,298,1982,Floyd Chiffer,Rookie Card,864
1983,192,1982,Floyd Rayford,,865
1984,514,1983,Floyd Rayford,,865
1985,341,1984,Floyd Rayford,,865
1986,623,1985,Floyd Rayford,,865
1987,426,1986,Floyd Rayford,,865
1988,296,1987,Floyd Rayford,,865
1971,227,1970,Floyd Weaver,,866
1971,97,1970,Floyd Wicker,,867
1986,732,1985,Floyd Youmans,,868
1987,105,1986,Floyd Youmans,,868
1988,365,1987,Floyd Youmans,,868
1989,91,1988,Floyd Youmans,,868
1972,663,1971,Fran Healy,Rookie Card,869
1973,663,1972,Fran Healy,Rookie Card,869
1974,238,1973,Fran Healy,,869
1975,251,1974,Fran Healy,,869
1976,394,1975,Fran Healy,,869
1977,148,1976,Fran Healy,,869
1978,582,1977,Fran Healy,,869
1985,283,1984,Fran Mullins,,870
1977,222,1976,Francisco Barrios,,871
1978,552,1977,Francisco Barrios,,871
1979,386,1978,Francisco Barrios,,871
1980,107,1979,Francisco Barrios,,871
1970,704,1969,Frank Baker,Rookie Card,872
1971,213,1970,Frank Baker,Rookie Card,873
1971,689,1970,Frank Baker,,872
1972,409,1971,Frank Baker,,873
1973,409,1972,Frank Baker,,873
1974,411,1973,Frank Baker,,873
1970,638,1969,Frank Bertaina,,874
1971,422,1970,Frank Bertaina,,874
1984,172,1983,Frank DiPino,,875
1985,532,1984,Frank DiPino,,875
1986,26,1985,Frank DiPino,,875
1987,662,1986,Frank DiPino,,875
1988,211,1987,Frank DiPino,,875
1989,439,1988,Frank DiPino,,875
1972,607,1971,Frank Duffy,,876
1973,607,1972,Frank Duffy,,876
1974,81,1973,Frank Duffy,,876
1975,448,1974,Frank Duffy,,876
1976,232,1975,Frank Duffy,,876
1977,542,1976,Frank Duffy,,876
1978,511,1977,Frank Duffy,,876
1979,106,1978,Frank Duffy,,876
1986,236,1985,Frank Eufemia,,877
1970,82,1969,Frank Fernandez,,878
1971,468,1970,Frank Fernandez,,878
1970,550,1969,Frank Howard,,879
1971,620,1970,Frank Howard,,879
1972,350,1971,Frank Howard,,879
1973,350,1972,Frank Howard,,879
1981,685,1980,Frank Howard,Padres Team,879
1984,621,1983,Frank Howard,,879
1971,128,1970,Frank Johnson,,880
1980,411,1979,Frank LaCorte,,881
1981,513,1980,Frank LaCorte,,881
1982,248,1981,Frank LaCorte,,881
1983,14,1982,Frank LaCorte,,881
1984,301,1983,Frank LaCorte,,881
1985,153,1984,Frank LaCorte,,881
1970,77,1969,Frank Linzy,,882
1971,551,1970,Frank Linzy,,882
1972,243,1971,Frank Linzy,,882
1973,243,1972,Frank Linzy,,882
1981,499,1980,Frank Pastore,,883
1982,128,1981,Frank Pastore,,883
1983,658,1982,Frank Pastore,,883
1984,87,1983,Frank Pastore,,883
1985,727,1984,Frank Pastore,,883
1986,314,1985,Frank Pastore,,883
1987,576,1986,Frank Pastore,,883
1970,572,1969,Frank Quilici,,884
1971,141,1970,Frank Quilici,,884
1975,443,1974,Frank Quilici,Minnesota Twins Team Photo,884
1970,103,1969,Frank Reberger,,885
1971,251,1970,Frank Reberger,,885
1972,548,1971,Frank Reberger,,885
1973,548,1972,Frank Reberger,,885
1980,247,1979,Frank Riccelli,,886
1970,463,1969,Frank Robinson,All-Star Card,887
1970,700,1969,Frank Robinson,,887
1971,329,1970,Frank Robinson,World Series Game 3,887
1971,640,1970,Frank Robinson,,887
1972,100,1971,Frank Robinson,,887
1972,754,1971,Frank Robinson,Traded Stamp,887
1973,100,1972,Frank Robinson,,887
1973,754,1972,Frank Robinson,Traded Stamp,887
1974,55,1973,Frank Robinson,,887
1975,331,1974,Frank Robinson,Cleveland Indians Team Photo,887
1975,580,1974,Frank Robinson,,887
1976,477,1975,Frank Robinson,Cleveland Indians Checklist Card,887
1977,18,1976,Frank Robinson,Cleveland Indians Team Checklist,887
1983,576,1982,Frank Robinson,Manager Card,887
1984,171,1983,Frank Robinson,,887
1986,404,1985,Frank Robinson,Turn Back the Clock,887
1989,774,1988,Frank Robinson,,887
1975,16,1974,Frank Tanana,,888
1976,490,1975,Frank Tanana,,888
1977,200,1976,Frank Tanana,,888
1978,600,1977,Frank Tanana,,888
1979,530,1978,Frank Tanana,,888
1980,105,1979,Frank Tanana,,888
1981,369,1980,Frank Tanana,,888
1982,792,1981,Frank Tanana,,888
1983,272,1982,Frank Tanana,,888
1984,479,1983,Frank Tanana,,888
1985,55,1984,Frank Tanana,,888
1986,592,1985,Frank Tanana,,888
1987,726,1986,Frank Tanana,,888
1988,177,1987,Frank Tanana,,888
1989,603,1988,Frank Tanana,,888
1975,277,1974,Frank Taveras,,889
1976,36,1975,Frank Taveras,,889
1977,538,1976,Frank Taveras,,889
1978,685,1977,Frank Taveras,,889
1979,165,1978,Frank Taveras,,889
1980,456,1979,Frank Taveras,,889
1981,343,1980,Frank Taveras,,889
1982,782,1981,Frank Taveras,,889
1970,689,1969,Frank Tepedino,Rookie Card,890
1971,342,1970,Frank Tepedino,,890
1974,526,1973,Frank Tepedino,,890
1975,9,1974,Frank Tepedino,,890
1983,586,1982,Frank Viola,Rookie Card,891
1984,28,1983,Frank Viola,,891
1985,266,1984,Frank Viola,,891
1985,710,1984,Frank Viola,All-Star Card,891
1986,742,1985,Frank Viola,,891
1987,310,1986,Frank Viola,,891
1988,625,1987,Frank Viola,,891
1989,120,1988,Frank Viola,,891
1989,406,1988,Frank Viola,All Star,891
1975,569,1974,Frank White,,892
1976,369,1975,Frank White,,892
1977,117,1976,Frank White,,892
1978,248,1977,Frank White,,892
1979,439,1978,Frank White,,892
1980,45,1979,Frank White,,892
1981,330,1980,Frank White,,892
1982,645,1981,Frank White,,892
1982,646,1981,Frank White,In Action,892
1983,525,1982,Frank White,,892
1984,155,1983,Frank White,,892
1985,743,1984,Frank White,,892
1986,215,1985,Frank White,,892
1987,692,1986,Frank White,,892
1988,595,1987,Frank White,,892
1989,25,1988,Frank White,,892
1985,487,1984,Frank Williams,,893
1986,341,1985,Frank Williams,,893
1987,96,1986,Frank Williams,,893
1988,773,1987,Frank Williams,,893
1989,172,1988,Frank Williams,,893
1986,419,1985,Frank Wills,,894
1987,551,1986,Frank Wills,,894
1985,506,1984,Franklin Stubbs,,895
1987,292,1986,Franklin Stubbs,,895
1988,198,1987,Franklin Stubbs,,895
1989,697,1988,Franklin Stubbs,,895
1974,274,1973,Fred Beene,,896
1975,181,1974,Fred Beene,,896
1982,144,1981,Fred Breining,Rookie Card,897
1983,747,1982,Fred Breining,,897
1984,428,1983,Fred Breining,,897
1985,36,1984,Fred Breining,,897
1970,208,1969,Fred Gladding,,898
1971,381,1970,Fred Gladding,,898
1972,507,1971,Fred Gladding,,898
1973,507,1972,Fred Gladding,,898
1975,323,1974,Fred Holdsworth,,899
1977,466,1976,Fred Holdsworth,,899
1980,72,1979,Fred Howard,Rookie Card,900
1972,532,1971,Fred Kendall,Rookie Card,901
1973,532,1972,Fred Kendall,Rookie Card,901
1974,53,1973,Fred Kendall,,901
1975,332,1974,Fred Kendall,,901
1976,639,1975,Fred Kendall,,901
1977,576,1976,Fred Kendall,,901
1978,426,1977,Fred Kendall,,901
1979,83,1978,Fred Kendall,,901
1980,598,1979,Fred Kendall,,901
1970,356,1969,Fred Lasher,,902
1971,707,1970,Fred Lasher,,902
1976,50,1975,Fred Lynn,,903
1977,210,1976,Fred Lynn,,903
1978,320,1977,Fred Lynn,,903
1979,480,1978,Fred Lynn,,903
1980,110,1979,Fred Lynn,,903
1981,720,1980,Fred Lynn,,903
1982,251,1981,Fred Lynn,,903
1982,252,1981,Fred Lynn,In Action,903
1983,392,1982,Fred Lynn,All-Star Card,903
1983,520,1982,Fred Lynn,,903
1984,680,1983,Fred Lynn,,903
1985,220,1984,Fred Lynn,,903
1986,55,1985,Fred Lynn,,903
1987,370,1986,Fred Lynn,,903
1988,707,1987,Fred Lynn,,903
1989,416,1988,Fred Lynn,,903
1988,437,1987,Fred Manrique,,904
1989,108,1988,Fred Manrique,,904
1988,463,1987,Fred McGriff,,905
1989,745,1988,Fred McGriff,,905
1970,427,1969,Fred Norman,,906
1971,348,1970,Fred Norman,,906
1972,194,1971,Fred Norman,,906
1973,194,1972,Fred Norman,,906
1974,581,1973,Fred Norman,,906
1975,396,1974,Fred Norman,,906
1976,609,1975,Fred Norman,,906
1977,139,1976,Fred Norman,,906
1978,273,1977,Fred Norman,,906
1979,47,1978,Fred Norman,,906
1980,714,1979,Fred Norman,,906
1981,497,1980,Fred Norman,,906
1971,316,1970,Fred Scherman,Rookie Card,907
1972,6,1971,Fred Scherman,,907
1973,6,1972,Fred Scherman,,907
1974,186,1973,Fred Scherman,,907
1975,252,1974,Fred Scherman,,907
1976,188,1975,Fred Scherman,,907
1972,59,1971,Fred Stanley,Rookie Card,908
1973,59,1972,Fred Stanley,Rookie Card,908
1974,423,1973,Fred Stanley,,908
1975,503,1974,Fred Stanley,,908
1976,429,1975,Fred Stanley,,908
1977,123,1976,Fred Stanley,,908
1978,664,1977,Fred Stanley,,908
1979,16,1978,Fred Stanley,,908
1980,387,1979,Fred Stanley,,908
1981,281,1980,Fred Stanley,,908
1982,787,1981,Fred Stanley,,908
1983,513,1982,Fred Stanley,,908
1970,287,1969,Fred Talbot,,909
1971,92,1970,Fred Wenz,,910
1981,227,1980,Freddie Martinez,,911
1982,659,1981,Freddie Martinez,,911
1970,94,1969,Freddie Patek,,912
1971,626,1970,Freddie Patek,,912
1972,531,1971,Freddie Patek,,912
1973,531,1972,Freddie Patek,,912
1974,88,1973,Freddie Patek,,912
1975,48,1974,Freddie Patek,,912
1976,167,1975,Freddie Patek,,912
1977,422,1976,Freddie Patek,,912
1978,274,1977,Freddie Patek,,912
1979,525,1978,Freddie Patek,,912
1980,705,1979,Freddie Patek,,912
1981,311,1980,Freddie Patek,,912
1982,602,1981,Freddie Patek,,912
1988,203,1987,Freddie Toliver,,913
1989,623,1988,Freddie Toliver,,913
1970,142,1969,Fritz Peterson,,914
1971,460,1970,Fritz Peterson,,914
1972,573,1971,Fritz Peterson,,914
1972,574,1971,Fritz Peterson,In Action,914
1973,573,1972,Fritz Peterson,,914
1973,574,1972,Fritz Peterson,In Action,914
1974,229,1973,Fritz Peterson,,914
1975,62,1974,Fritz Peterson,,914
1976,255,1975,Fritz Peterson,,914
1970,483,1969,Gail Hopkins,Rookie Card,915
1971,269,1970,Gail Hopkins,,915
1972,728,1971,Gail Hopkins,,915
1973,728,1972,Gail Hopkins,,915
1974,652,1973,Gail Hopkins,,915
1982,322,1981,Garry Hancock,,916
1984,197,1983,Garry Hancock,,916
1972,143,1971,Garry Jestadt,,917
1973,143,1972,Garry Jestadt,,917
1974,178,1973,Garry Maddox,,918
1975,240,1974,Garry Maddox,,918
1976,38,1975,Garry Maddox,,918
1977,520,1976,Garry Maddox,,918
1978,610,1977,Garry Maddox,,918
1979,470,1978,Garry Maddox,,918
1980,380,1979,Garry Maddox,,918
1981,160,1980,Garry Maddox,,918
1982,20,1981,Garry Maddox,,918
1983,615,1982,Garry Maddox,,918
1984,755,1983,Garry Maddox,,918
1985,235,1984,Garry Maddox,,918
1986,585,1985,Garry Maddox,,918
1977,161,1976,Garry Templeton,Rookie Card,919
1978,32,1977,Garry Templeton,,919
1979,350,1978,Garry Templeton,,919
1980,5,1979,Garry Templeton,1979 Highlights Card,919
1980,587,1979,Garry Templeton,,919
1981,485,1980,Garry Templeton,,919
1982,288,1981,Garry Templeton,,919
1983,505,1982,Garry Templeton,,919
1984,615,1983,Garry Templeton,,919
1985,735,1984,Garry Templeton,,919
1986,90,1985,Garry Templeton,,919
1987,325,1986,Garry Templeton,,919
1988,640,1987,Garry Templeton,,919
1989,121,1988,Garry Templeton,,919
1981,444,1980,Garth Iorg,,920
1982,518,1981,Garth Iorg,,920
1983,326,1982,Garth Iorg,,920
1984,39,1983,Garth Iorg,,920
1985,168,1984,Garth Iorg,,920
1986,694,1985,Garth Iorg,,920
1987,751,1986,Garth Iorg,,920
1988,273,1987,Garth Iorg,,920
1978,624,1977,Gary Alexander,,921
1979,332,1978,Gary Alexander,,921
1980,141,1979,Gary Alexander,,921
1981,416,1980,Gary Alexander,,921
1982,11,1981,Gary Alexander,,921
1980,376,1979,Gary Allenson,Rookie Card,922
1981,128,1980,Gary Allenson,,922
1982,686,1981,Gary Allenson,,922
1983,472,1982,Gary Allenson,,922
1984,56,1983,Gary Allenson,,922
1985,259,1984,Gary Allenson,,922
1978,516,1977,Gary Beare,Rookie Card,923
1976,441,1975,Gary Carter,,924
1977,295,1976,Gary Carter,,924
1978,120,1977,Gary Carter,,924
1979,520,1978,Gary Carter,,924
1980,70,1979,Gary Carter,,924
1981,660,1980,Gary Carter,,924
1982,344,1981,Gary Carter,National League All-Star,924
1982,730,1981,Gary Carter,,924
1983,370,1982,Gary Carter,,924
1983,404,1982,Gary Carter,All-Star Card,924
1984,450,1983,Gary Carter,,924
1985,230,1984,Gary Carter,,924
1985,719,1984,Gary Carter,All-Star Card,924
1986,170,1985,Gary Carter,,924
1986,708,1985,Gary Carter,All-Star Baseball Card,924
1987,20,1986,Gary Carter,,924
1987,602,1986,Gary Carter,All-Star Card,924
1988,530,1987,Gary Carter,,924
1989,3,1988,Gary Carter,Record Breaker,924
1989,393,1988,Gary Carter,All Star,924
1989,680,1988,Gary Carter,,924
1983,431,1982,Gary Gaetti,Rookie Card,925
